Field,IAU,RA,Dec,F350,e_F350
CD-Abell-2218,2HERMES S350 SF J163703.0+661245,249.26259,66.212776,15.724567,0.54726136
CD-Abell-2218,2HERMES S350 SF J163703.6+661107,249.26527,66.185295,17.404951,0.5681782
CD-Abell-2218,2HERMES S350 SF J163705.0+661905,249.27087,66.31806,21.163416,0.56623995
CD-Abell-2218,2HERMES S350 SF J163705.2+661157,249.27187,66.19941,6.879151,0.4972583
CD-Abell-2218,2HERMES S350 SF J163705.8+661020,249.27457,66.17247,5.4517336,0.5266031
CD-Abell-2218,2HERMES S350 SF J163706.0+661000,249.27512,66.16669,13.228802,0.54204404
CD-Abell-2218,2HERMES S350 SF J163707.1+661531,249.2797,66.25873,11.629002,0.42289296
CD-Abell-2218,2HERMES S350 SF J163707.3+660821,249.2806,66.13933,12.860409,0.5592184
CD-Abell-2218,2HERMES S350 SF J163707.3+661258,249.28082,66.216125,5.535537,0.45737314
CD-Abell-2218,2HERMES S350 SF J163709.1+661840,249.28801,66.31119,4.546378,0.6020268
CD-Abell-2218,2HERMES S350 SF J163709.2+661442,249.28857,66.24518,7.327647,0.443242
CD-Abell-2218,2HERMES S350 SF J163709.2+661747,249.2885,66.296486,20.754011,0.6509854
CD-Abell-2218,2HERMES S350 SF J163709.9+661041,249.29126,66.178215,13.265655,0.5210567
CD-Abell-2218,2HERMES S350 SF J163710.1+660916,249.29218,66.15446,6.994047,0.45535344
CD-Abell-2218,2HERMES S350 SF J163711.1+661131,249.29663,66.19208,18.531555,0.5535295
CD-Abell-2218,2HERMES S350 SF J163711.1+661552,249.29657,66.26448,3.375608,0.45972988
CD-Abell-2218,2HERMES S350 SF J163711.5+660759,249.29808,66.13328,15.249749,0.52404696
CD-Abell-2218,2HERMES S350 SF J163711.5+661301,249.29811,66.2171,5.277519,0.52943254
CD-Abell-2218,2HERMES S350 SF J163712.3+660843,249.30159,66.14544,16.206253,0.48774529
CD-Abell-2218,2HERMES S350 SF J163712.5+661505,249.30219,66.251625,20.604803,0.41524494
CD-Abell-2218,2HERMES S350 SF J163713.6+661407,249.30675,66.23528,16.22393,0.42399874
CD-Abell-2218,2HERMES S350 SF J163713.6+661722,249.30676,66.28951,13.061379,0.71288633
CD-Abell-2218,2HERMES S350 SF J163715.0+661120,249.31282,66.18894,61.906593,0.62438285
CD-Abell-2218,2HERMES S350 SF J163716.1+660912,249.31712,66.1534,4.4388223,0.531847
CD-Abell-2218,2HERMES S350 SF J163716.5+660803,249.3189,66.13422,22.899368,0.6679777
CD-Abell-2218,2HERMES S350 SF J163716.9+661442,249.32045,66.24506,13.870895,0.4278538
CD-Abell-2218,2HERMES S350 SF J163717.2+661238,249.32176,66.21069,17.602692,0.58206975
CD-Abell-2218,2HERMES S350 SF J163717.7+661128,249.32414,66.19136,16.62086,0.6856168
CD-Abell-2218,2HERMES S350 SF J163717.8+661210,249.32451,66.20298,39.391453,0.6154663
CD-Abell-2218,2HERMES S350 SF J163718.1+660744,249.32571,66.12903,20.031103,0.69694686
CD-Abell-2218,2HERMES S350 SF J163718.7+661709,249.32825,66.28609,5.721397,0.63349307
CD-Abell-2218,2HERMES S350 SF J163719.9+661012,249.33295,66.17002,5.835175,0.56054497
CD-Abell-2218,2HERMES S350 SF J163720.3+661148,249.33464,66.1967,7.1776924,0.6580425
CD-Abell-2218,2HERMES S350 SF J163720.8+661621,249.33685,66.27253,9.89902,0.6005084
CD-Abell-2218,2HERMES S350 SF J163720.9+661253,249.33733,66.21484,23.177711,0.5530351
CD-Abell-2218,2HERMES S350 SF J163722.5+661225,249.34377,66.20721,20.068869,0.50750357
CD-Abell-2218,2HERMES S350 SF J163723.5+660921,249.348,66.15592,0.8474196,0.5033077
CD-Abell-2218,2HERMES S350 SF J163723.8+661146,249.34932,66.196175,18.10766,0.6898638
CD-Abell-2218,2HERMES S350 SF J163724.5+661336,249.35246,66.22676,2.142123,0.49468338
CD-Abell-2218,2HERMES S350 SF J163724.6+661108,249.35262,66.185715,12.9372015,0.70697767
CD-Abell-2218,2HERMES S350 SF J163725.0+661451,249.3543,66.24757,6.048297,0.47625855
CD-Abell-2218,2HERMES S350 SF J163725.2+661403,249.35522,66.234215,12.098619,0.48825336
CD-Abell-2218,2HERMES S350 SF J163728.5+660837,249.36876,66.14379,4.664579,0.54021925
CD-Abell-2218,2HERMES S350 SF J163728.8+661012,249.37001,66.17005,0,0.5765812
CD-Abell-2218,2HERMES S350 SF J163729.1+661204,249.37161,66.20127,6.336363,0.8362373
CD-Abell-2218,2HERMES S350 SF J163729.5+661129,249.3731,66.19156,26.467659,0.676868
CD-Abell-2218,2HERMES S350 SF J163731.1+661211,249.37982,66.20313,4.5081525,0.9887943
CD-Abell-2218,2HERMES S350 SF J163731.3+660904,249.38063,66.15129,8.703479,0.67004895
CD-Abell-2218,2HERMES S350 SF J163733.2+660920,249.38861,66.15579,17.563877,0.6236279
