Catalog of Fluxes for Abell 2218 using /data/mercado/SPIRE/hermes_clusters/a2218_PSW_nr_1.fits 
Mean percent error of XID flux with HeDam Flux is: 72.55292814243826 
Source Num     Pixel x          Pixel y     HeDam Flux         XID flux     DAO flux     Peak Flux 
120              60.79213       86.56715       0.00000          0.00118        0.00868        0.01539  
121              66.42979       86.63343       0.00000          0.00905        0.02053        0.01539  
122              69.36861       85.65556       0.00000          0.00412        0.00924        0.01539  
123              30.44443       89.78122       0.02529          0.00293        0.01597        0.01645  
124              93.29858       87.55839       0.05113          0.04050        0.03724        0.01406  
125              46.51790       88.93634       0.00705          0.00852        0.00952        0.02669  
126              175.82427       89.05753       0.00957          0.00369        0.01252        0.01734  
127              87.78081       90.10825       0.00000          0.00336        0.01669        0.01406  
128              117.16862       90.08473       0.01238          0.00190        0.00786        0.06085  
129              22.64769       88.68258       0.02529          0.00850        0.02714        0.02089  
130              106.91286       91.20665       0.01238          0.00562        0.01512        0.01814  
131              143.07788       90.72056       0.00000          0.02913        0.02682        0.02799  
132              179.66276       90.59936       0.02120          0.01573        0.02046        0.01734  
133              51.61561       92.24266       0.00940          0.00832        0.01739        0.02669  
134              67.80898       91.99151       0.01861          0.02633        0.02053        0.08407  
135              80.94358       91.74003       0.00608          0.00345        0.01349        0.02414  
136              130.00330       91.60272       0.00000          0.02119        0.01837        0.06085  
137              148.35572       91.99246       0.05055          0.03884        0.04153        0.01582  
138              159.81099       91.90815       0.00000          0.01807        0.02016        0.02228  
139              39.98031       92.97992       0.05761          0.04519        0.05241        0.04455  
140              109.37184       92.03468       0.01238          0.00449        0.00874        0.01814  
141              74.52611       94.70380       0.00000          0.00779        0.01615        0.02414  
142              136.54062       93.65466       0.03155          0.02949        0.03473        0.01148  
143              188.59924       93.57490       0.00000          0.00907        0.01620        0.04766  
144              164.90901       95.34599       0.00000          0.01741        0.02398        0.01287  
145              154.29336       95.71832       0.00000          0.03199        0.03819        0.02740  
146              170.12693       96.92379       0.00000          0.01742        0.02274        0.01151  
147              175.22482       96.02357       0.00000          0.00738        0.01391        0.01151  
148              196.45620       96.46045       0.00000          0.00277        0.00745        0.01661  
149              18.26894       95.06025       0.02529          0.00067        0.02714        0.01469  
150              89.81979       96.83432       0.01760          0.01144        0.01739        0.02258  
151              102.23470       97.37459       0.01520          0.00935        0.01397        0.01406  
152              190.51862       96.50880       0.00000          0.00931        0.01066        0.02633  
153              73.92625       97.46378       0.01818          0.01569        0.01968        0.02414  
154              25.16586       99.03285       0.01053          0.01224        0.02082        0.01797  
155              94.25792       99.41443       0.00725          0.00374        0.01082        0.02258  
156              138.75979       100.04464       0.00000          0.00324        0.00825        0.05780  
157              150.99483       100.74041       0.00000          0.00176        0.00706        0.03208  
158              186.68043       101.38703       0.00000          0.01173        0.01497        0.04766  
159              16.22928       100.77810       0.01053          0.00171        0.02082        0.02813  
160              133.54192       100.45270       0.00367          0.01479        0.01945        0.05780  
161              160.05118       101.52016       0.00000          0.00425        0.00818        0.03241  
162              44.83779       101.71628       0.01557          0.00603        0.02581        0.03487  
163              128.74388       101.81474       0.00000          0.00857        0.01472        0.06085  
164              156.09282       102.62428       0.00000          0.01112        0.02110        0.06853  
165              28.70411       103.49115       0.02819          0.01020        0.01596        0.02491  
166              85.32143       103.42220       0.00650          0.00215        0.01396        0.02258  
167              119.26772       102.28275       0.00268          0.01179        0.01873        0.01963  
168              181.88245       103.36128       0.00834          0.05247        0.06307        0.01851  
169              34.52179       103.56958       0.02103          0.01546        0.01713        0.02170  
170              125.02539       103.60275       0.01353          0.01563        0.02219        0.01692  
171              163.46987       103.48205       0.03522          0.02817        0.03396        0.03241  
172              171.20674       103.21776       0.00000          0.01474        0.01389        0.01603  
173              137.92020       104.96465       0.01056          0.01486        0.02696        0.02069  
174              30.08349       104.40325       0.02819          0.02588        0.01596        0.02491  
175              150.51516       106.48243       0.03763          0.02440        0.03773        0.03208  
176              175.46511       105.21558       0.00000          0.01540        0.01353        0.01598  
177              193.39798       105.77266       0.02427          0.01491        0.02745        0.02841  
178              41.65862       108.54409       0.00000          0.00223        0.01213        0.03487  
179              49.39557       108.49058       0.01776          0.00932        0.01968        0.01383  
180              94.97743       108.02446       0.00000          0.00192        0.01099        0.01814  
181              35.60096       109.28768       0.00708          0.01006        0.01213        0.02170  
182              99.71551       109.66855       0.00000          0.00604        0.01217        0.01814  
183              110.87106       109.15271       0.03317          0.02376        0.03186        0.01263  
184              58.63185       109.68510       0.04151          0.02881        0.04282        0.01406  
185              186.02114       110.11108       0.05473          0.00262        0.00755        0.02841  
186              84.54150       111.48018       0.01006          0.01499        0.01759        0.01800  
187              108.11216       109.81268       0.02121          0.01893        0.02081        0.01931  
188              121.36686       110.48476       0.00168          0.00095        0.00720        0.01692  
189              128.62397       110.42474       0.00000          0.00331        0.01086        0.01692  
190              158.01227       110.64623       0.00000          0.00482        0.01192        0.02228  
191              168.62806       110.69987       0.00735          0.00496        0.01121        0.04053  
192              55.39306       110.92093       0.04151          0.00075        0.04282        0.01406  
193              135.64118       111.37269       0.00711          0.00806        0.02256        0.01148  
194              183.20240       113.02723       0.05473          0.00125        0.00755        0.01851  
195              23.00556       113.61874       0.03408          0.02042        0.01698        0.02089  
196              101.09488       114.27658       0.00000          0.01248        0.01494        0.01814  
197              151.65487       113.44840       0.00150          0.00188        0.00833        0.03208  
198              172.40670       114.10773       0.01557          0.00958        0.01750        0.04053  
199              184.34197       113.48318       0.01321          0.00252        0.00755        0.02841  
200              24.44485       115.58686       0.03408          0.01952        0.01698        0.01797  
201              61.45044       115.66126       0.00658          0.00315        0.01155        0.01406  
202              162.27076       116.24410       0.00000          0.00191        0.01141        0.01201  
203              31.94188       116.40944       0.03408          0.02551        0.03410        0.03197  
204              47.11593       117.53847       0.01776          0.00314        0.01001        0.01383  
205              80.40294       117.45005       0.00711          0.00278        0.01000        0.01800  
206              103.37396       115.75862       0.01021          0.01585        0.00809        0.01814  
207              127.96427       117.95475       0.01491          0.00254        0.00718        0.01799  
208              163.11046       117.00608       0.00000          0.00941        0.01141        0.01201  
209              193.33866       117.36469       0.03613          0.02287        0.02905        0.02841  
210              91.31864       118.48838       0.01038          0.00876        0.01294        0.01800  
211              140.85922       119.08262       0.00405          0.00220        0.00937        0.01148  
212              146.01721       119.49053       0.00188          0.00107        0.00741        0.02740  
213              158.55231       119.16622       0.00405          0.00145        0.01020        0.01201  
214              179.30427       120.34743       0.01321          0.00926        0.00923        0.04053  
215              24.92444       118.38891       0.03408          0.01185        0.01698        0.01797  
216              121.66674       120.15076       0.06570          0.05373        0.05459        0.01179  
217              131.92274       120.66672       0.00000          0.00438        0.00707        0.01799  
218              39.91852       120.49001       0.03408          0.00510        0.01366        0.03197  
219              199.45650       120.83233       0.03613          0.00436        0.01638        0.01657  
220              201.01587       120.25623       0.03613          0.01129        0.01638        0.05305  
221              45.07639       122.90235       0.00767          0.00138        0.00581        0.01224  
222              101.27467       122.89859       0.01044          0.01693        0.01878        0.01814  
223              105.89286       123.43866       0.00369          0.01241        0.01908        0.01715  
224              79.50308       123.64803       0.00000          0.00524        0.01673        0.04158  
225              128.14422       123.34275       0.01030          0.01166        0.01325        0.01799  
226              190.16030       124.66689       0.00979          0.00145        0.00922        0.02841  
227              27.56295       124.62314       0.02666          0.01955        0.02115        0.01867  
228              32.00121       125.37348       0.02666          0.02348        0.03220        0.03197  
229              116.38878       125.28675       0.00000          0.00606        0.01364        0.01963  
230              139.59982       126.41464       0.00535          0.01136        0.01555        0.01799  
231              145.95736       126.16253       0.00000          0.00114        0.00760        0.02740  
232              154.41409       125.59234       0.04892          0.03351        0.04336        0.02740  
233              49.87429       127.27665       0.00767          0.00143        0.00664        0.01269  
234              129.22382       125.49674       0.01030          0.01388        0.00925        0.01799  
235              134.38184       126.63070       0.00000          0.00835        0.01555        0.01799  
236              196.57789       125.45252       0.03613          0.00257        0.00789        0.01657  
237              45.19607       127.33037       0.00767          0.00551        0.00798        0.01224  
238              57.25145       127.77506       0.00788          0.04217        0.05331        0.01269  
239              82.74169       128.17814       0.01199          0.01061        0.02055        0.04158  
240              118.96777       129.28276       0.02030          0.05108        0.04118        0.01963  
241              156.57333       128.31628       0.03169          0.03564        0.03242        0.01157  
242              66.54784       129.16152       0.01045          0.00094        0.00853        0.04559  
243              200.05682       129.61032       0.00000          0.00390        0.01116        0.01657  
244              34.75974       131.37369       0.00476          0.00285        0.01399        0.02170  
245              37.99853       131.31392       0.00476          0.00759        0.01399        0.01224  
246              205.27501       132.00999       0.00000          0.00101        0.00979        0.01625  
247              30.38130       132.48338       0.02666          0.01391        0.02238        0.02846  
248              47.59487       132.10053       0.00767          0.00561        0.00894        0.01224  
249              35.83925       132.60377       0.00476          0.00865        0.01399        0.01224  
250              76.92375       132.62394       0.00717          0.00222        0.01294        0.04559  
251              186.32220       132.84511       0.00979          0.00817        0.00629        0.04766  
252              196.45846       134.31455       0.00000          0.00206        0.01125        0.04766  
253              42.31671       134.27821       0.00000          0.00763        0.01212        0.01224  
254              81.78187       133.79411       0.00602          0.00281        0.00935        0.04158  
255              143.91828       133.50657       0.00751          0.00595        0.00767        0.04141  
256              177.56559       134.82553       0.00000          0.00093        0.00642        0.01598  
257              106.61244       135.11467       0.02521          0.01282        0.01409        0.01715  
258              204.31559       135.25606       0.00000          0.00171        0.00979        0.01625  
259              63.84854       136.12740       0.01045          0.00542        0.01480        0.04559  
260              109.79123       135.76270       0.02521          0.09604        0.12564        0.01469  
261              126.34497       135.93076       0.00000          0.00832        0.01302        0.01178  
262              160.71203       137.49017       0.00000          0.00891        0.01070        0.01157  
263              196.39867       137.32656       0.00000          0.00472        0.01150        0.01649  
264              179.00512       136.32547       0.00000          0.00127        0.00642        0.01598  
265              67.68697       139.12758       0.00000          0.00365        0.01411        0.04559  
266              91.43808       139.30239       0.01662          0.01199        0.01702        0.12160  
267              135.94138       139.47069       0.00316          0.00146        0.00757        0.02408  
268              170.96828       139.99781       0.00000          0.02443        0.01671        0.01603  
269              187.64204       139.33705       0.03718          0.02543        0.03230        0.04766  
270              34.69905       141.60972       0.00476          0.01673        0.01963        0.02170  
271              54.01197       140.90292       0.00983          0.00087        0.01079        0.01406  
272              46.81459       141.46051       0.00983          0.00470        0.01436        0.01406  
273              99.53500       141.79856       0.00987          0.00470        0.01613        0.12160  
274              151.35566       142.29042       0.00000          0.02309        0.02023        0.03208  
275              208.15463       142.16782       0.00498          0.00193        0.00740        0.01625  
276              59.40985       143.15920       0.00850          0.00242        0.01347        0.01406  
277              175.34676       142.68564       0.00000          0.01511        0.01467        0.01598  
278              91.97777       143.84440       0.00000          0.00717        0.01161        0.12160  
279              115.72894       144.63075       0.04258          0.03791        0.03082        0.03512  
280              131.02326       144.19273       0.00000          0.03435        0.02763        0.01587  
281              142.83887       144.40859       0.00000          0.00798        0.01857        0.04141  
282              212.35313       142.62353       0.00498          0.02036        0.00740        0.01625  
283              76.32347       146.41793       0.00000          0.00415        0.01085        0.01738  
284              107.15209       147.46867       0.00000          0.00643        0.00874        0.01715  
285              155.31431       146.68833       0.04325          0.03422        0.02989        0.01856  
286              179.42546       147.22147       0.00000          0.00786        0.01350        0.01598  
287              193.76014       145.77473       0.02003          0.01467        0.02002        0.01649  
288              42.55584       146.48826       0.00983          0.00479        0.00810        0.01521  
289              137.86074       145.77066       0.00000          0.02558        0.02023        0.02069  
290              149.55641       145.72247       0.00000          0.00420        0.00923        0.03208  
291              197.95861       145.95449       0.02003          0.00101        0.00735        0.01649  
292              69.06606       148.37965       0.03622          0.02513        0.03589        0.03171  
293              77.04316       147.67196       0.00000          0.02178        0.01319        0.01738  
294              143.49868       147.57658       0.00000          0.01068        0.01186        0.04141  
295              161.19217       147.81616       0.02724          0.03802        0.02442        0.01726  
296              172.04821       148.28978       0.00675          0.00164        0.01373        0.01603  
297              207.79526       149.29587       0.00498          0.00272        0.01029        0.01625  
298              90.17826       150.54636       0.02456          0.01754        0.02435        0.03486  
299              57.55006       152.42312       0.00850          0.00435        0.00591        0.01272  
300              66.72679       151.22956       0.00000          0.00764        0.01432        0.03171  
301              96.41595       152.24450       0.00000          0.00112        0.00671        0.02321  
302              141.75939       151.79461       0.00000          0.01309        0.01726        0.04141  
303              37.63719       153.09396       0.01150          0.01718        0.02007        0.01873  
304              137.32102       152.94067       0.05268          0.03891        0.04857        0.01685  
305              188.30257       153.87505       0.01917          0.00504        0.00884        0.02080  
306              194.36034       153.13672       0.02777          0.01962        0.02860        0.01649  
307              160.77253       154.42218       0.00000          0.00910        0.01232        0.01726  
308              209.29512       155.12779       0.00000          0.00796        0.01784        0.02415  
309              106.01241       154.93866       0.05491          0.03998        0.04594        0.01715  
310              149.13679       156.27648       0.00908          0.00193        0.01189        0.04141  
311              177.20661       154.84758       0.01460          0.02870        0.02808        0.02897  
312              94.85643       156.27047       0.01235          0.01471        0.01998        0.02321  
313              199.51864       155.60842       0.02777          0.00313        0.00730        0.01649  
314              71.16492       157.51175       0.01860          0.00566        0.00644        0.02414  
315              135.40177       157.13470       0.02900          0.02391        0.03521        0.02973  
316              189.98212       156.72496       0.01917          0.01294        0.01827        0.02080  
317              215.11324       157.65339       0.00642          0.00218        0.00792        0.01286  
318              41.95531       158.19426       0.01150          0.01035        0.01855        0.01632  
319              46.15381       158.27251       0.01150          0.00240        0.00958        0.01632  
320              84.83994       159.61223       0.01131          0.00517        0.01481        0.01800  
321              121.30686       158.91077       0.11395          0.09058        0.09743        0.01979  
322              148.89691       157.56049       0.00908          0.00259        0.01189        0.01582  
323              63.96742       159.19745       0.01689          0.00906        0.02270        0.01272  
324              74.88349       159.93590       0.01860          0.01535        0.02465        0.02414  
325              102.05375       160.81261       0.00000          0.01035        0.01493        0.01440  
326              95.03628       159.77448       0.00000          0.01329        0.00930        0.02508  
327              128.08443       161.01075       0.00894          0.01913        0.02333        0.01166  
328              69.18549       160.82968       0.01689          0.00209        0.00644        0.01272  
329              88.85845       161.48434       0.00946          0.00666        0.01444        0.01800  
330              155.19480       163.76435       0.00000          0.00378        0.00973        0.06853  
331              172.94842       161.57376       0.00842          0.00531        0.01088        0.02897  
332              202.87788       162.29223       0.01623          0.01254        0.01395        0.01477  
333              54.07078       162.26897       0.02583          0.05460        0.04047        0.05030  
334              80.16148       163.54209       0.01524          0.00892        0.01696        0.01463  
335              85.79954       161.73626       0.01131          0.00794        0.00839        0.01800  
336              168.21012       161.77794       0.00426          0.00933        0.00992        0.01603  
337              205.45702       162.95807       0.00944          0.01392        0.02083        0.01789  
338              219.61213       163.76108       0.02734          0.00146        0.01238        0.01286  
339              99.95446       162.96058       0.00000          0.02102        0.01969        0.02075  
340              110.45072       163.86672       0.08517          0.10359        0.12096        0.01469  
341              116.56854       163.73476       0.00000          0.03135        0.02528        0.03899  
342              187.58342       165.16111       0.00469          0.00096        0.00789        0.02080  
343              148.23730       164.83251       0.00793          0.00820        0.01455        0.01582  
344              133.30261       166.20672       0.00595          0.00223        0.00736        0.01166  
345              222.25150       167.32490       0.02734          0.00223        0.01204        0.03158  
346              75.96285       166.94395       0.00902          0.00528        0.00991        0.01463  
347              151.47620       167.01044       0.02856          0.02153        0.02753        0.03208  
348              62.52747       168.90540       0.00000          0.02125        0.01186        0.02932  
349              156.03460       167.09433       0.01484          0.01776        0.01825        0.06853  
350              55.44990       169.48706       0.00000          0.00215        0.00578        0.01511  
351              160.59310       170.49021       0.01484          0.00134        0.00705        0.06853  
352              213.97459       170.43953       0.02734          0.02030        0.03326        0.01286  
353              50.11178       168.98877       0.06070          0.02365        0.02446        0.01511  
354              70.20465       172.09774       0.01354          0.00976        0.01124        0.04541  
355              177.98713       172.60758       0.00341          0.00979        0.01900        0.02897  
356              93.53653       172.47047       0.00000          0.01076        0.01792        0.03005  
357              165.27158       173.83807       0.00624          0.00141        0.00725        0.01603  
358              170.78961       172.40987       0.05303          0.03703        0.05010        0.01603  
359              122.32649       174.63678       0.00083          0.00402        0.01126        0.03899  
360              156.21472       174.04234       0.00000          0.00926        0.01131        0.01507  
361              188.84338       172.74507       0.00469          0.00284        0.00789        0.03310  
362              76.44239       174.64198       0.01343          0.00764        0.01682        0.01870  
363              85.37928       175.36227       0.00000          0.01276        0.01628        0.01800  
364              50.17136       175.97280       0.00000          0.00483        0.00947        0.01454  
365              121.18689       176.70679       0.00000          0.00939        0.01126        0.01963  
366              137.56123       176.49070       0.01367          0.00809        0.01579        0.02069  
367              152.13616       175.03244       0.03143          0.02105        0.02517        0.01507  
368              55.02964       177.04706       0.03062          0.00100        0.00947        0.01454  
369              60.60776       176.41134       0.03062          0.00178        0.00947        0.01272  
370              81.90044       176.72417       0.00000          0.00914        0.01628        0.01870  
371              104.93250       177.00067       0.00251          0.00785        0.01577        0.01931  
372              211.87578       177.05171       0.01126          0.01323        0.02904        0.04439  
373              218.11364       176.54126       0.00000          0.00907        0.01633        0.01231  
374              165.45165       177.52807       0.01317          0.00425        0.00666        0.01603  
375              82.32022       178.98019       0.00000          0.01338        0.01628        0.01870  
376              87.17854       179.61033       0.00000          0.01101        0.00737        0.01800  
377              111.89007       180.54075       0.00000          0.00819        0.01187        0.01931  
378              165.87150       177.58806       0.01317          0.00547        0.00666        0.01603  
379              200.05997       179.80648       0.00000          0.00824        0.01844        0.03310  
380              212.11583       178.76170       0.00000          0.01649        0.02904        0.01495  
381              70.32420       182.00377       0.03086          0.00844        0.03233        0.02414  
382              206.83788       182.71607       0.00569          0.00234        0.00862        0.01495  
383              220.27328       181.23313       0.00000          0.00128        0.01633        0.01231  
384              225.79143       181.10070       0.00000          0.00115        0.01520        0.01218  
385              78.00157       182.55606       0.03086          0.00675        0.00922        0.02414  
386              98.63456       182.70659       0.00000          0.00219        0.01036        0.01931  
387              51.73039       183.71292       0.02032          0.02150        0.02273        0.02669  
388              152.19637       184.33246       0.00000          0.01056        0.01429        0.01507  
389              57.30834       187.11522       0.01122          0.00671        0.04001        0.01269  
390              74.28274       184.93193       0.03086          0.03370        0.03233        0.02414  
391              130.00390       185.37078       0.01082          0.00547        0.01373        0.01963  
392              157.11473       185.37634       0.00284          0.01805        0.02140        0.01157  
393              175.22865       185.84974       0.00000          0.01658        0.01150        0.02233  
394              184.88536       184.76331       0.12788          0.09415        0.11658        0.11206  
395              63.84616       186.97152       0.01122          0.00870        0.01185        0.01322  
396              108.65112       185.81474       0.01424          0.01883        0.02155        0.02097  
397              141.40005       185.82666       0.00613          0.00250        0.00923        0.01335  
398              206.05836       186.07014       0.00569          0.00129        0.00862        0.01495  
399              208.39768       187.34199       0.00569          0.00400        0.00862        0.01625  
400              57.06839       187.55321       0.02032          0.00719        0.04001        0.01269  
401              79.26094       188.70612       0.00000          0.02428        0.01127        0.02948  
402              119.38748       187.45881       0.01062          0.01354        0.02014        0.01963  
403              172.82950       186.92984       0.00000          0.00898        0.01150        0.01788  
404              84.29922       189.87028       0.00000          0.01559        0.01960        0.01800  
405              137.98124       188.57472       0.00623          0.00183        0.01088        0.01335  
406              151.23679       188.64049       0.00000          0.00241        0.00789        0.01507  
407              164.85224       188.84412       0.00000          0.00956        0.01698        0.01287  
408              225.31231       189.76480       0.00805          0.00071        0.01375        0.01218  
409              127.84465       189.50480       0.00000          0.00520        0.01569        0.01166  
410              156.69503       191.05837       0.00000          0.01283        0.01197        0.06853  
411              197.36152       190.40868       0.02884          0.00089        0.00983        0.02080  
412              52.56974       190.31899       0.02032          0.02845        0.04001        0.02669  
413              87.95795       191.37038       0.00911          0.02584        0.01960        0.01586  
414              105.89198       191.41272       0.00119          0.01044        0.02292        0.01715  
415              160.59374       191.27426       0.00534          0.02207        0.01928        0.01726  
