#REFERENCE 3 39.9711520 -1.5822620
   #ID       X         Y         R       EPS       TAU       AMP       DMAG  TIME[days]  DTIME    PARITY
 33330  1578.504  -677.902  1717.914     0.006     0.006     1.000      0.00  -1449528.2  -381911.3    ++
 33328   246.524  1259.117  1283.023     0.012     0.012     1.001      0.00  -1271817.2       0.0    ++
 33323  -601.715  -271.864   660.281     0.036     0.036     1.002      0.00  -951678.5  320138.7    ++
 33321  1756.664   121.260  1760.845     0.006     0.006     1.000      0.00  -1459984.5  -188167.3    ++
 33320  -226.288  1102.328  1125.315     0.015     0.015     1.001      0.00  -1201644.3   70173.0    ++
 33319   896.778   -42.245   897.773     0.021     0.021     1.001      0.00  -1104024.2       0.0    ++
 33318  -276.246  1319.419  1348.027     0.011     0.011     1.001      0.00  -1300334.7  -196310.5    ++
 33317   848.833  -712.626  1108.311     0.014     0.014     1.001      0.00  -1217100.2  -113076.0    ++
 33314   486.769  -341.528   594.631     0.042     0.042     1.003      0.00  -901801.9  202222.4    ++
 33313  1168.854  -791.500  1411.628     0.009     0.009     1.000      0.00  -1344704.1  -240679.9    ++
 33312   458.885  -232.836   514.576     0.054     0.054     1.005      0.01  -831417.8  272606.5    ++
 33310  1770.112  1740.043  2482.145     0.003     0.003     1.000      0.00  -1641438.2  -537414.0    ++
 33309  1697.489  -772.565  1865.027     0.005     0.005     1.000      0.00  -1493941.6       0.0    ++
 33308  1634.810   803.923  1821.783     0.006     0.006     1.000      0.00  -1474281.2   19660.4    ++
 33303  1581.010  1119.264  1937.097     0.005     0.005     1.000      0.00  -1506020.6  -12079.0    ++
 33301   -87.861    92.489   127.568     0.433     0.480     1.324      0.31  -216029.1  1277912.5    ++
 33298  1220.509  1513.805  1944.543     0.005     0.005     1.000      0.00  -1504981.7       0.0    ++
 33297  1493.496  -234.253  1511.756     0.008     0.008     1.000      0.00  -1379619.4  125362.2    ++
 33296  1699.509  -349.207  1735.014     0.006     0.006     1.000      0.00  -1454011.2   50970.5    ++
 33295  -630.196  -239.741   674.257     0.034     0.034     1.002      0.00  -961983.2  542998.4    ++
 33294   906.129  -259.148   942.458     0.019     0.019     1.001      0.00  -1131641.2  373340.4    ++
 33290   674.675   332.345   752.090     0.030     0.030     1.002      0.00  -1002332.9  502648.7    ++
 33289  1248.452   794.496  1479.816     0.008     0.008     1.000      0.00  -1359491.7       0.0    ++
 33284  1156.467  1171.470  1646.134     0.007     0.007     1.000      0.00  -1414412.5  -54920.8    ++
 33280  -592.020  1629.432  1733.648     0.006     0.006     1.000      0.00  -1440196.3  -80704.6    ++
 33278  1048.999   384.788  1117.345     0.014     0.014     1.001      0.00  -1212090.0       0.0    ++
 33277  1757.640  -360.784  1794.286     0.006     0.006     1.000      0.00  -1472159.3  -260069.3    ++
 33275  1616.413  1013.893  1908.080     0.005     0.005     1.000      0.00  -1498392.3  -286302.3    ++
 33274  1366.467  1290.527  1879.545     0.005     0.005     1.000      0.00  -1487745.2  -275655.2    ++
 33273   -86.491  -246.855   261.568     0.163     0.166     1.053      0.06  -526736.3  685353.7    ++
 33272  -419.709  1068.991  1148.433     0.014     0.014     1.001      0.00  -1214956.8   -2866.7    ++
 33271  -116.106  -555.364   567.371     0.049     0.049     1.007      0.01  -873635.9  338454.2    ++
 33270  1660.259  -151.987  1667.201     0.007     0.007     1.000      0.00  -1431770.7  -219680.7    ++
 33269  -631.863  1287.922  1434.571     0.009     0.009     1.000      0.00  -1337352.2       0.0    ++
 33263  1794.032   629.746  1901.350     0.005     0.005     1.000      0.00  -1499033.4  -161681.2    ++
 33262  -112.495  1080.874  1086.712     0.016     0.016     1.001      0.00  -1181707.0  155645.2    ++
 33261   822.237  -151.322   836.045     0.023     0.023     1.001      0.00  -1069146.4  268205.8    ++
 33259  -710.141   -60.009   712.672     0.031     0.031     1.002      0.00  -988045.9       0.0    ++
 33257  1602.541   786.813  1785.277     0.006     0.006     1.000      0.00  -1463225.3  -475179.4    ++
 33252  -166.177   124.987   207.934     0.233     0.239     1.077      0.08  -399592.6  588453.3    ++
 33251  1580.371   -27.214  1580.606     0.007     0.007     1.000      0.00  -1402426.4  -414380.5    ++
 33250   462.455    64.029   466.867     0.066     0.066     1.006      0.01  -773780.7  214265.2    ++
 33249  -193.412  1275.911  1290.488     0.012     0.012     1.001      0.00  -1275926.6       0.0    ++
 33248   377.216  1784.541  1823.973     0.006     0.006     1.000      0.00  -1466070.1  -190143.4    ++
 33246  1528.313  1397.715  2071.074     0.004     0.004     1.000      0.00  -1541461.1  -265534.5    ++
 33243  1216.583  1452.145  1894.413     0.005     0.005     1.000      0.00  -1490752.3  -214825.6    ++
 33242   584.362  -588.168   829.109     0.024     0.024     1.001      0.00  -1067279.0  208647.6    ++
 33240  1338.521   566.911  1453.625     0.009     0.009     1.000      0.00  -1352294.6  -76367.9    ++
 33239  -180.412   563.674   591.842     0.050     0.050     1.006      0.01  -861254.0       0.0    ++
 33238    69.304   748.877   752.077     0.033     0.033     1.004      0.00  -982389.5  -121135.5    ++
 33237   -33.457  -119.718   124.306     0.407     0.445     1.306      0.29  -272934.8  588319.2    ++
 33236  -688.639   485.268   842.442     0.024     0.024     1.001      0.00  -1061695.1  -200441.1    ++
 33235  -692.645   137.226   706.107     0.032     0.032     1.002      0.00  -979642.4  -118388.4    ++
 33234  1562.281  1232.805  1990.108     0.005     0.005     1.000      0.00  -1520274.0  -659020.0    ++
 33233  -273.077   -67.036   281.185     0.139     0.140     1.027      0.03  -555965.9  305288.1    ++
 33232  -479.226  -549.884   729.404     0.030     0.030     1.002      0.00  -1000068.7  -138814.7    ++
 33231   541.038  -737.588   914.745     0.020     0.020     1.001      0.00  -1116918.8  -255664.8    ++
 33230   -93.181   108.415   142.956     0.389     0.422     1.253      0.24  -248908.3  612345.7    ++
 33229   980.695   128.459   989.072     0.018     0.018     1.001      0.00  -1151643.8       0.0    ++
 33226    89.645   478.257   486.586     0.074     0.074     1.014      0.01  -755013.0  396630.8    ++
 33225   943.331  -681.281  1163.622     0.013     0.013     1.000      0.00  -1242632.6  -90988.8    ++
 33224   904.359   770.293  1187.947     0.013     0.013     1.001      0.00  -1238307.8  -86664.0    ++
 33223  1023.579   480.631  1130.805     0.014     0.014     1.001      0.00  -1216867.6  -65223.8    ++
 33222  1409.454   121.590  1414.689     0.009     0.009     1.000      0.00  -1341824.1  -190180.3    ++
 33221   521.681  -713.436   883.822     0.021     0.021     1.001      0.00  -1099276.0   52367.8    ++
 33220  -566.538  1784.516  1872.288     0.006     0.006     1.000      0.00  -1482360.5  -330716.7    ++
 33217  1547.773   432.569  1607.084     0.007     0.007     1.000      0.00  -1408301.3       0.0    ++
 33215   261.870  1486.128  1509.023     0.009     0.009     1.000      0.00  -1361051.7   47249.6    ++
 33214   112.471   171.228   204.862     0.276     0.287     1.134      0.14  -363474.3  1044827.0    ++
 33211   398.654  -494.462   635.151     0.038     0.038     1.003      0.00  -933537.4  474763.9    ++
 33209   967.716  1407.601  1708.162     0.007     0.007     1.000      0.00  -1432594.5       0.0    ++
 33206   541.862  1131.298  1254.372     0.012     0.012     1.001      0.00  -1261328.1  171266.4    ++
 33205  1485.039  1560.073  2153.873     0.004     0.004     1.000      0.00  -1562415.1  -129820.6    ++
 33200  1544.286  -432.924  1603.821     0.007     0.007     1.000      0.00  -1412049.6   20545.0    ++
 33198  -649.538  -109.901   658.770     0.036     0.036     1.002      0.00  -949453.6       0.0    ++
 33194   548.989   639.938   843.154     0.025     0.025     1.002      0.00  -1051769.8  -102316.2    ++
 33193  1227.524   989.729  1576.826     0.008     0.008     1.000      0.00  -1392427.8  -442974.1    ++
 33191  -241.039  -507.074   561.448     0.049     0.049     1.006      0.01  -869276.1   80177.6    ++
 33190  1093.432  -185.006  1108.973     0.014     0.014     1.000      0.00  -1215366.3  -265912.7    ++
 33189  -501.710  1397.368  1484.705     0.009     0.009     1.000      0.00  -1354792.5       0.0    ++
 33185   759.326    47.702   760.823     0.028     0.028     1.001      0.00  -1017349.5  337443.0    ++
 33182  1443.650  1580.765  2140.781     0.004     0.004     1.000      0.00  -1558828.3  -204035.8    ++
 33180  1026.339   430.329  1112.904     0.014     0.014     1.001      0.00  -1209149.0  145643.5    ++
 33177  -130.001   -17.992   131.240     0.351     0.375     1.190      0.19  -274735.6       0.0    ++
 33176   266.737  1064.022  1096.946     0.016     0.016     1.001      0.00  -1186396.6  -911661.0    ++
 33175  1214.658   284.145  1247.450     0.011     0.011     1.000      0.00  -1272697.6  -997962.0    ++
 33173  -316.008  1123.854  1167.437     0.014     0.014     1.001      0.00  -1222489.3  -947753.7    ++
 33172  -614.979   256.434   666.301     0.036     0.036     1.002      0.00  -946302.3  -671566.7    ++
 33168  1297.582  1440.955  1939.090     0.005     0.005     1.000      0.00  -1504020.4       0.0    ++
 33163   396.046   200.256   443.796     0.075     0.075     1.009      0.01  -737764.8  766255.5    ++
 33162   767.806   443.837   886.858     0.022     0.022     1.001      0.00  -1086507.7  417512.7    ++
 33161   620.539  1710.183  1819.284     0.006     0.006     1.000      0.00  -1465249.5   38770.8    ++
 33159  1629.362  1600.797  2284.156     0.004     0.004     1.000      0.00  -1595295.1       0.0    ++
 33157  1796.001   983.894  2047.845     0.005     0.005     1.000      0.00  -1537906.9   57388.2    ++
 33156   620.952  1601.006  1717.207     0.007     0.007     1.000      0.00  -1433401.5  161893.7    ++
 33150  1047.935  1698.123  1995.442     0.005     0.005     1.000      0.00  -1518059.4   77235.7    ++
 33147  -528.431  -199.292   564.762     0.046     0.046     1.004      0.00  -874853.7       0.0    ++
 33146   245.920   640.257   685.861     0.039     0.039     1.004      0.00  -935575.4  -60721.7    ++
 33145   -15.590  1056.288  1056.403     0.017     0.017     1.001      0.00  -1165747.9  -290894.2    ++
 33141  1446.769   592.303  1563.318     0.008     0.008     1.000      0.00  -1391841.0  -516987.3    ++
 33140  1630.954  1141.291  1990.617     0.005     0.005     1.000      0.00  -1521077.6  -646223.9    ++
 33139   294.429   806.412   858.480     0.025     0.025     1.002      0.00  -1054779.5       0.0    ++
 33136   595.749  1673.936  1776.789     0.006     0.006     1.000      0.00  -1452111.3  -397331.8    ++
 33133  1192.005   766.577  1417.221     0.009     0.009     1.000      0.00  -1335971.1  -281191.6    ++
 33132  1291.113  -361.375  1340.733     0.010     0.010     1.000      0.00  -1316335.3  -261555.8    ++
 33131   116.654  -523.143   535.992     0.053     0.053     1.007      0.01  -847698.9  207080.6    ++
 33129  1564.144  1680.679  2295.916     0.004     0.004     1.000      0.00  -1597711.2       0.0    ++
 33127  -223.518  -345.072   411.139     0.081     0.081     1.014      0.02  -723061.8  874649.4    ++
 33126  1574.521   469.296  1642.971     0.007     0.007     1.000      0.00  -1420061.7  177649.4    ++
 33125   148.312   950.170   961.675     0.021     0.021     1.002      0.00  -1114551.5  483159.7    ++
 33123  1613.191   861.699  1828.910     0.006     0.006     1.000      0.00  -1476007.5  121703.7    ++
 33120   425.194   499.178   655.720     0.040     0.040     1.004      0.00  -919795.0  677916.1    ++
 33119  1510.193    -4.379  1510.200     0.008     0.008     1.000      0.00  -1377795.3       0.0    ++
 33115  1591.324  1351.271  2087.641     0.004     0.004     1.000      0.00  -1546263.6  -168468.3    ++
 33114  1348.728  1692.352  2164.052     0.004     0.004     1.000      0.00  -1564161.1  -186365.8    ++
 33113  -286.979   631.194   693.371     0.037     0.037     1.003      0.00  -946603.4  431192.0    ++
 33111  1163.247  -689.127  1352.050     0.010     0.010     1.000      0.00  -1321743.5   56051.8    ++
 33110  -583.510   -64.654   587.081     0.044     0.044     1.003      0.00  -892065.6  485729.8    ++
 33105   492.154  1362.485  1448.648     0.009     0.009     1.000      0.00  -1339370.3       0.0    ++
 33104   174.327   195.265   261.760     0.186     0.190     1.058      0.06  -474902.5  864467.8    ++
 33103  1785.047  1723.129  2481.041     0.003     0.003     1.000      0.00  -1641273.4  -301903.1    ++
 33102  1683.778  -714.267  1829.012     0.005     0.005     1.000      0.00  -1483332.0  -143961.7    ++
 33101   155.351   140.189   209.253     0.247     0.255     1.098      0.10  -386781.0  952589.3    ++
 33100  -366.229  -418.206   555.895     0.049     0.049     1.005      0.01  -866072.2  473298.1    ++
 33098  1601.808   205.498  1614.936     0.007     0.007     1.000      0.00  -1412597.3       0.0    ++
 33097   407.126   951.678  1035.105     0.018     0.018     1.001      0.00  -1156297.8  256299.5    ++
 33096  1182.935   247.607  1208.571     0.012     0.012     1.000      0.00  -1256183.8  156413.5    ++
 33093  -250.465  -541.966   597.042     0.044     0.044     1.005      0.01  -899166.9  513430.4    ++
 33092  -242.837  1408.509  1429.289     0.009     0.009     1.000      0.00  -1332169.4   80427.9    ++
 33091  -481.060   290.973   562.214     0.049     0.049     1.004      0.00  -857158.4  555438.9    ++
 33089  -177.075  1350.323  1361.884     0.010     0.010     1.001      0.00  -1305309.3       0.0    ++
 33087  1688.262  1100.440  2015.241     0.005     0.005     1.000      0.00  -1528220.7  -222911.4    ++
 33086  -626.963   759.062   984.509     0.019     0.019     1.001      0.00  -1137951.8  167357.5    ++
 33083  -657.623   817.457  1049.144     0.016     0.016     1.001      0.00  -1171631.3  133678.1    ++
 33082   -96.768  1126.162  1130.312     0.015     0.015     1.001      0.00  -1202992.7  102316.6    ++
 33074  -462.310  1746.083  1806.249     0.006     0.006     1.000      0.00  -1462066.9       0.0    ++
 33073    22.777  1543.640  1543.808     0.008     0.008     1.000      0.00  -1373668.5   88398.4    ++
 33072  1676.214  1093.054  2001.115     0.005     0.005     1.000      0.00  -1524348.2  -62281.3    ++
 33071  -673.977   575.393   886.184     0.022     0.022     1.001      0.00  -1086091.2  375975.7    ++
 33069  -452.636    -0.492   452.636     0.067     0.068     1.007      0.01  -765421.4       0.0    ++
 33067  -567.435  -135.068   583.289     0.044     0.044     1.003      0.00  -889950.1  -124528.6    ++
 33066   481.210   564.391   741.688     0.032     0.032     1.003      0.00  -984083.1  -218661.7    ++
 33062   580.979  -338.289   672.291     0.034     0.034     1.002      0.00  -961972.9  -196551.5    ++
 33061  1343.905   400.640  1402.353     0.009     0.009     1.000      0.00  -1334524.4  -569102.9    ++
 33059   605.697   166.460   628.154     0.040     0.040     1.003      0.00  -915726.5       0.0    ++
 33058  1592.915   566.405  1690.619     0.006     0.006     1.000      0.00  -1434951.2  -519224.7    ++
 33057  -388.011  1420.941  1472.964     0.009     0.009     1.000      0.00  -1349590.6  -433864.1    ++
 33056  -200.041    83.121   216.623     0.210     0.215     1.059      0.06  -429343.6  486382.9    ++
 33055  1258.688  -671.250  1426.489     0.009     0.009     1.000      0.00  -1350152.7  -434426.3    ++
 33052  1636.785  -670.002  1768.606     0.006     0.006     1.000      0.00  -1465158.1  -549431.7    ++
 33051   904.791   -29.209   905.263     0.020     0.020     1.001      0.00  -1108107.5  -192381.0    ++
 33050   994.806  1526.657  1822.175     0.006     0.006     1.000      0.00  -1468002.5  -552276.0    ++
 33049  1094.875   613.750  1255.166     0.012     0.012     1.000      0.00  -1271425.8       0.0    ++
 33047   670.326   195.849   698.351     0.033     0.033     1.002      0.00  -968850.2  302575.7    ++
 33046  1021.680   -92.792  1025.886     0.016     0.016     1.001      0.00  -1173823.7   97602.1    ++
 33045  1018.867   -63.730  1020.858     0.016     0.016     1.001      0.00  -1170926.7  100499.2    ++
 33042  1204.638   681.887  1384.241     0.010     0.010     1.000      0.00  -1324119.3  -52693.4    ++
 33040  -617.503  -394.705   732.872     0.030     0.030     1.002      0.00  -1003630.6  267795.2    ++
 33037  -698.648    51.665   700.556     0.032     0.032     1.002      0.00  -977567.5       0.0    ++
 33036  -170.459  -123.308   210.383     0.207     0.211     1.068      0.07  -443326.9  534240.6    ++
 33034  -614.783  1790.961  1893.541     0.005     0.005     1.000      0.00  -1488816.4  -511249.0    ++
 33033  -459.028   480.388   664.439     0.038     0.038     1.003      0.00  -933801.6   43765.8    ++
 33032  1458.147   642.347  1593.362     0.007     0.007     1.000      0.00  -1401813.6  -424246.2    ++
 33031   960.036  1501.645  1782.304     0.006     0.006     1.000      0.00  -1455689.1  -478121.6    ++
 33028  1697.984  -720.522  1844.533     0.005     0.005     1.000      0.00  -1487900.8       0.0    ++
 33027  1617.884  -314.640  1648.195     0.007     0.007     1.000      0.00  -1426274.9   61625.8    ++
 33026  -357.107  1619.664  1658.564     0.007     0.007     1.000      0.00  -1414552.2   73348.6    ++
 33022   620.481  1634.432  1748.246     0.006     0.006     1.000      0.00  -1443270.4   44630.3    ++
 33021  1177.756  1006.951  1549.535     0.008     0.008     1.000      0.00  -1382480.2  105420.6    ++
 33018  -134.906   443.783   463.836     0.077     0.078     1.013      0.01  -736307.8       0.0    ++
 33017   764.614  1576.249  1751.912     0.006     0.006     1.000      0.00  -1445092.0  -708784.1    ++
 33016  -222.102  1277.156  1296.324     0.011     0.011     1.001      0.00  -1278585.1  -542277.3    ++
 33014   480.539   843.551   970.823     0.020     0.020     1.001      0.00  -1123294.2  -386986.4    ++
 33012  -384.574  -629.148   737.377     0.030     0.030     1.003      0.00  -1004605.9  -268298.1    ++
 33010  1450.499   701.296  1611.137     0.007     0.007     1.000      0.00  -1407363.1  -671055.3    ++
 33008     3.284   640.808   640.816     0.045     0.045     1.006      0.01  -897878.9       0.0    ++
 33007  -548.374  1374.743  1480.078     0.009     0.009     1.000      0.00  -1353487.7  -455608.8    ++
 33005  1130.697   639.994  1299.256     0.011     0.011     1.000      0.00  -1289932.0  -392053.2    ++
 33003   363.338  1006.084  1069.682     0.017     0.017     1.001      0.00  -1173492.9  -275614.0    ++
 33002   540.960  1517.202  1610.758     0.008     0.008     1.000      0.00  -1397833.6  -499954.7    ++
 33001   269.474  1759.456  1779.972     0.006     0.006     1.000      0.00  -1452405.4  -554526.5    ++
 32992  -426.465  -561.331   704.957     0.032     0.032     1.003      0.00  -982604.2       0.0    ++
 32991  1203.504  1314.579  1782.285     0.006     0.006     1.000      0.00  -1457613.2  -475009.0    ++
 32990    47.823  1711.981  1712.649     0.007     0.007     1.000      0.00  -1431064.0  -448459.8    ++
 32989  1748.778   626.132  1857.489     0.005     0.005     1.000      0.00  -1486215.0       0.0    ++
 32986   762.849  -460.236   890.929     0.021     0.021     1.001      0.00  -1104071.5  382143.5    ++
 32982  1375.511  1289.736  1885.590     0.005     0.005     1.000      0.00  -1489556.6   -3341.7    ++
 32980  -307.238  -612.939   685.631     0.034     0.035     1.004      0.00  -967706.6  518508.4    ++
 32979  -509.338   479.615   699.611     0.034     0.034     1.002      0.00  -961844.8       0.0    ++
 32978   273.000  1033.823  1069.261     0.017     0.017     1.001      0.00  -1172562.0  -210717.2    ++
 32977   527.647  1195.780  1307.020     0.011     0.011     1.001      0.00  -1283484.5  -321639.7    ++
 32976   186.496  1778.275  1788.027     0.006     0.006     1.000      0.00  -1454878.6  -493033.8    ++
 32974  1349.668  -395.005  1406.283     0.009     0.009     1.000      0.00  -1341793.5  -379948.7    ++
 32973  -393.770  1782.338  1825.318     0.006     0.006     1.000      0.00  -1467563.2  -505718.3    ++
 32968   556.283  1707.786  1796.102     0.006     0.006     1.000      0.00  -1457952.1       0.0    ++
 32966  -400.339  1666.035  1713.460     0.007     0.007     1.000      0.00  -1432700.9   25251.2    ++
 32965   955.721   985.382  1372.727     0.010     0.010     1.000      0.00  -1315017.5  142934.6    ++
 32964  1345.683   258.744  1370.333     0.010     0.010     1.000      0.00  -1323480.4  134471.7    ++
 32963  1058.285  -194.951  1076.092     0.015     0.015     1.000      0.00  -1199734.1  258218.0    ++
 32961  1726.431  -296.223  1751.660     0.006     0.006     1.000      0.00  -1458976.3   -1024.2    ++
 32958  1461.958  1215.781  1901.433     0.005     0.005     1.000      0.00  -1494872.3       0.0    ++
 32957   142.485   480.179   500.873     0.070     0.070     1.012      0.01  -770937.4  723934.9    ++
 32956  -108.168   623.052   632.372     0.045     0.045     1.006      0.01  -892945.5  601926.8    ++
 32955   -91.113   -29.699    95.831     0.469     0.532     1.399      0.36  -195627.1  1299245.2    ++
 32952   796.712   563.938   976.103     0.019     0.019     1.001      0.00  -1135037.9  359834.4    ++
 32950  -612.283   148.405   630.011     0.039     0.039     1.003      0.00  -921592.5  573279.8    ++
 32949   780.375   324.029   844.974     0.024     0.024     1.001      0.00  -1064278.6       0.0    ++
 32946   192.241   828.298   850.314     0.026     0.026     1.002      0.00  -1048513.0   15765.6    ++
 32941     0.425  -134.724   134.724     0.373     0.402     1.256      0.25  -296187.6  768091.0    ++
 32939  -198.445  -289.967   351.371     0.104     0.104     1.022      0.02  -652624.7       0.0    ++
 32936   -48.740  1275.690  1276.620     0.012     0.012     1.001      0.00  -1269264.2  -616639.5    ++
 32935   901.141  -200.629   923.205     0.020     0.020     1.001      0.00  -1120464.4  -467839.7    ++
 32932  1377.184   200.128  1391.649     0.009     0.009     1.000      0.00  -1332334.4  -679709.7    ++
 32931  1346.371  -263.335  1371.882     0.009     0.009     1.000      0.00  -1328025.8  -675401.2    ++
 32930  1083.121  1710.836  2024.873     0.005     0.005     1.000      0.00  -1526281.7  -873657.0    ++
 32929  -540.818    33.291   541.842     0.050     0.050     1.004      0.00  -850572.5       0.0    ++
 32927  -520.167  -115.037   532.735     0.051     0.051     1.004      0.00  -845826.7    4745.8    ++
 32926  1585.474   173.589  1594.948     0.007     0.007     1.000      0.00  -1406068.5  -555496.0    ++
 32924    90.317  -643.935   650.238     0.038     0.038     1.004      0.00  -941463.8  -90891.4    ++
 32923   -64.621  1629.813  1631.094     0.007     0.007     1.000      0.00  -1404246.4  -553674.0    ++
 32922  -647.685  -258.599   697.402     0.032     0.032     1.002      0.00  -978841.9  -128269.5    ++
 32920  1500.083  1175.702  1905.918     0.005     0.005     1.000      0.00  -1496515.6  -645943.1    ++
 32916  1334.509   210.489  1351.007     0.010     0.010     1.000      0.00  -1316310.7       0.0    ++
 32914  1036.209  1372.389  1719.645     0.007     0.007     1.000      0.00  -1436789.1  -120478.5    ++
 32910  1631.756   658.810  1759.733     0.006     0.006     1.000      0.00  -1456251.4  -139940.7    ++
 32909   638.290  -526.413   827.360     0.024     0.024     1.001      0.00  -1066394.2       0.0    ++
 32907  1153.659   249.796  1180.393     0.013     0.013     1.000      0.00  -1243541.3  -177147.1    ++
 32906   923.386  -321.087   977.619     0.018     0.018     1.001      0.00  -1150987.0  -84592.8    ++
 35914    89.022  -527.920   535.373     0.054     0.054     1.008      0.01  -846712.3       0.0    ++
 35911  1624.674  1744.072  2383.558     0.003     0.003     1.000      0.00  -1618512.5  -771800.2    ++
 35910   539.325  1637.220  1723.763     0.007     0.007     1.000      0.00  -1435182.1  -588469.9    ++
 35905  1068.334   365.750  1129.208     0.014     0.014     1.000      0.00  -1218065.3       0.0    ++
 35904  1669.504   662.047  1795.982     0.006     0.006     1.000      0.00  -1467438.2  -249372.9    ++
 35902   347.037   589.897   684.407     0.039     0.039     1.004      0.00  -937599.8  280465.5    ++
 35901  -503.962   851.502   989.461     0.019     0.019     1.001      0.00  -1137405.1   80660.2    ++
 35899   698.598   967.517  1193.369     0.013     0.013     1.001      0.00  -1236597.4       0.0    ++
 35895   296.239  1791.901  1816.224     0.006     0.006     1.000      0.00  -1463604.3  -227006.9    ++
 35893  1701.247   -46.801  1701.891     0.006     0.006     1.000      0.00  -1442381.0  -205783.7    ++
 35892  1010.250  -788.179  1281.340     0.011     0.011     1.000      0.00  -1293342.4  -56745.1    ++
 35891  -503.291  1616.280  1692.826     0.007     0.007     1.000      0.00  -1426578.6  -189981.3    ++
 35889   969.800  1587.149  1859.987     0.006     0.006     1.000      0.00  -1479071.2       0.0    ++
 35888  1671.793   466.005  1735.526     0.006     0.006     1.000      0.00  -1450022.0   29049.2    ++
 35884  -361.356   921.249   989.585     0.019     0.019     1.001      0.00  -1134475.2  344596.0    ++
 35883   -58.704   137.365   149.383     0.418     0.461     1.318      0.30  -244945.1  1234126.1    ++
 35882   354.179  -552.591   656.353     0.037     0.037     1.003      0.00  -949064.4  530006.8    ++
 35880  1524.793   863.081  1752.114     0.006     0.006     1.000      0.00  -1452232.0   26839.2    ++
 35878  1048.322  1032.148  1471.159     0.009     0.009     1.000      0.00  -1353105.6       0.0    ++
 35877  1213.219  1654.857  2051.939     0.005     0.005     1.000      0.00  -1534271.7  -181166.1    ++
 35873  1685.143   268.602  1706.415     0.006     0.006     1.000      0.00  -1442084.6  -88979.0    ++
 35872  1324.627  1669.199  2130.930     0.004     0.004     1.000      0.00  -1555581.1  -202475.6    ++
 35870  1217.743   108.696  1222.585     0.012     0.012     1.000      0.00  -1263932.4   89173.1    ++
 35869   860.685  1667.924  1876.899     0.006     0.006     1.000      0.00  -1483444.0       0.0    ++
 35867  1278.823   516.609  1379.229     0.010     0.010     1.000      0.00  -1324189.2  159254.8    ++
 35864  -134.035  1782.360  1787.393     0.006     0.006     1.000      0.00  -1455070.9   28373.1    ++
 35863  -632.958   569.732   851.604     0.024     0.024     1.001      0.00  -1064577.7  418866.3    ++
 35862  1175.852  1176.179  1663.137     0.007     0.007     1.000      0.00  -1420124.5   63319.5    ++
 35859   209.384  -558.002   595.994     0.044     0.044     1.005      0.01  -900117.7       0.0    ++
 35857  -127.924  -678.862   690.810     0.035     0.035     1.004      0.00  -970616.8  -70499.1    ++
 35856   880.821   571.729  1050.105     0.016     0.016     1.001      0.00  -1174724.9  -274607.1    ++
 35855   385.600   246.636   457.730     0.073     0.073     1.009      0.01  -748670.4  151447.4    ++
 35854  -629.766   631.839   892.090     0.022     0.022     1.001      0.00  -1087738.1  -187620.4    ++
 35853   242.304   415.065   480.614     0.073     0.073     1.012      0.01  -755331.2  144786.5    ++
 35852  -215.357  -683.895   717.001     0.032     0.032     1.003      0.00  -989446.3  -89328.6    ++
 35850  1099.923   576.404  1241.802     0.012     0.012     1.000      0.00  -1266150.3  -366032.6    ++
 35848  -133.928   117.455   178.136     0.291     0.304     1.126      0.13  -335099.4       0.0    ++
 35845  -292.532  -423.444   514.665     0.057     0.057     1.008      0.01  -828256.6  -493157.2    ++
 35842   222.162  -253.586   337.138     0.107     0.108     1.019      0.02  -638233.6  -303134.2    ++
 35841    57.803  -651.112   653.673     0.038     0.038     1.004      0.00  -943754.1  -608654.7    ++
 35840  1223.599   138.320  1231.392     0.012     0.012     1.000      0.00  -1267435.7  -932336.3    ++
 35836  -545.319   563.685   784.292     0.028     0.028     1.002      0.00  -1019826.9       0.0    ++
 35833   145.060  -731.164   745.414     0.030     0.030     1.003      0.00  -1010000.9    9826.0    ++
 35832  1667.910  1312.386  2122.329     0.004     0.004     1.000      0.00  -1555764.5  -535937.5    ++
 35830  1387.604   -87.501  1390.360     0.009     0.009     1.000      0.00  -1334075.8  -314248.8    ++
 35829   345.094  1124.264  1176.035     0.014     0.014     1.001      0.00  -1224686.6       0.0    ++
 35828  -641.509   653.693   915.887     0.021     0.021     1.001      0.00  -1101454.7  123231.9    ++
 35826   843.584  1327.989  1573.273     0.008     0.008     1.000      0.00  -1386876.2  -162189.6    ++
 35825  1331.222   875.313  1593.213     0.007     0.007     1.000      0.00  -1399438.0  -174751.4    ++
 35822   855.777   465.288   974.088     0.019     0.019     1.001      0.00  -1136491.3   88195.3    ++
 35821  -510.295   739.222   898.248     0.022     0.022     1.001      0.00  -1087303.4  137383.2    ++
 35820  1772.639   934.215  2003.749     0.005     0.005     1.000      0.00  -1526119.6  -301433.0    ++
 35817   223.275  1029.853  1053.778     0.017     0.017     1.001      0.00  -1164360.0       0.0    ++
 35815  -599.318    71.390   603.555     0.042     0.042     1.003      0.00  -902455.6  261904.3    ++
 35813  -376.683  1095.724  1158.663     0.014     0.014     1.001      0.00  -1219128.7  -54768.8    ++
 35812  1381.642   -25.035  1381.868     0.009     0.009     1.000      0.00  -1330372.1  -166012.1    ++
