   #ID       X         Y         R       EPS       TAU       AMP       DMAG  TIME[days]  DTIME
 15690   -33.005   814.465   815.806     0.031     0.032     1.003      0.00  -968481.1  -247675.4
 15689   -56.779  -365.877   369.837     0.109     0.110     1.026      0.03  -623381.1       0.0
 15688    -5.501   881.601   882.249     0.027     0.027     1.003      0.00  -1009575.4  -386194.3
 15687  -539.141   372.548   656.722     0.042     0.042     1.003      0.00  -877170.4  -253789.3
 15686  -357.304  -269.165   447.973     0.077     0.077     1.010      0.01  -711573.4  -88192.3
 15685   861.705  -593.850  1045.128     0.017     0.017     1.001      0.00  -1126847.6  -503466.5
 15684   370.842   466.110   595.343     0.054     0.054     1.006      0.01  -814723.6  -191342.5
 15683   576.870  -228.207   618.973     0.044     0.044     1.003      0.00  -866103.8  -242722.6
 15682   723.679   312.178   787.235     0.030     0.030     1.002      0.00  -970489.3  -347108.1
 15681  -354.202   176.112   396.970     0.097     0.098     1.013      0.01  -638994.4  -15613.2
 15680   614.318     9.255   613.142     0.045     0.045     1.003      0.00  -855760.7  -232379.6
 15679  -688.592  -171.772   710.761     0.035     0.035     1.002      0.00  -930667.5       0.0
 15678   773.634  -866.894  1160.602     0.014     0.014     1.001      0.00  -1180047.4  -249379.9
 15677  -110.853   -61.342   127.496     0.397     0.433     1.259      0.25  -231473.0  699194.6
 15676  -108.042   864.590   872.088     0.028     0.028     1.002      0.00  -1004316.3  -73648.8
 15675  -428.863  -334.706   544.623     0.056     0.056     1.006      0.01  -802498.4  128169.2
 15674   370.826   -11.487   369.730     0.103     0.104     1.014      0.01  -620851.1  309816.5
 15673  -523.680   351.607   632.156     0.045     0.045     1.003      0.00  -858533.1   72134.4
 15672   737.472  -145.155   750.270     0.032     0.032     1.002      0.00  -958137.4  -27469.9
 15671   530.459   859.399  1009.798     0.020     0.020     1.001      0.00  -1085459.7  -154792.2
 15670  -342.615  -345.395   486.945     0.068     0.068     1.009      0.01  -749520.4  181147.2
 15669   281.187   305.785   415.027     0.099     0.100     1.017      0.02  -639722.4       0.0
 15668   259.329  -316.576   407.957     0.088     0.088     1.013      0.01  -673078.3  -33355.8
 15667   401.548   -79.377   407.967     0.087     0.088     1.010      0.01  -668932.8  -29210.4
 15666  -606.065  -850.238  1044.359     0.018     0.018     1.001      0.00  -1122981.8  -483259.4
 15665  -548.957   693.517   885.755     0.025     0.025     1.002      0.00  -1022307.7  -382585.3
 15664  -763.654  -289.661   817.698     0.027     0.027     1.001      0.00  -1000608.4  -360886.0
 15663   324.610   -76.162   332.062     0.120     0.120     1.018      0.02  -578781.1   60941.3
 15662  -257.691  -280.603   381.369     0.100     0.101     1.018      0.02  -638514.0    1208.4
 15661   -25.733  -221.293   222.315     0.227     0.233     1.095      0.10  -417323.0  222399.5
 15660   890.542  -341.221   952.281     0.020     0.021     1.001      0.00  -1078942.7  -439220.3
 15659  -812.320  -275.100   858.628     0.025     0.025     1.001      0.00  -1024984.6       0.0
 15658   581.066    15.373   580.032     0.050     0.050     1.004      0.00  -828655.1  196329.5
 15657  -321.270   119.463   344.155     0.120     0.121     1.019      0.02  -577930.0  447054.6
 15656   470.421  -621.307   778.053     0.030     0.030     1.002      0.00  -977800.7   47183.9
 15655  -218.740   -55.311   226.691     0.206     0.210     1.057      0.06  -420365.2  604619.3
 15654   655.711  -832.837  1058.723     0.017     0.017     1.001      0.00  -1132745.1  -107760.6
 15653   863.863   889.644  1239.624     0.014     0.014     1.001      0.00  -1198006.4  -173021.8
 15652   529.794  -480.402   713.823     0.034     0.034     1.002      0.00  -936188.4   88796.2
 15651  -573.756  -399.173   699.629     0.036     0.036     1.003      0.00  -923383.3  101601.3
 15650  -178.916   483.068   516.157     0.071     0.071     1.011      0.01  -738225.1  286759.5
 15649  -490.720   879.601  1008.381     0.020     0.020     1.001      0.00  -1086840.8       0.0
 15648  -559.947  -740.921   928.973     0.022     0.022     1.001      0.00  -1063499.6   23341.2
 15647    66.525  -614.616   617.454     0.046     0.046     1.006      0.01  -860917.7  225923.1
 15646  -457.362   388.448   601.419     0.050     0.050     1.004      0.00  -830474.2  256366.7
 15645   599.937   739.945   952.291     0.023     0.023     1.001      0.00  -1057037.2   29803.7
 15644  -199.741  -153.161   252.324     0.181     0.184     1.050      0.05  -465680.7  621160.1
 15643  -715.795  -221.267   750.230     0.032     0.032     1.002      0.00  -957601.2  129239.6
 15642  -651.449   173.869   675.625     0.039     0.039     1.002      0.00  -899387.3  187453.6
 15641  -836.677   487.694   969.837     0.021     0.021     1.001      0.00  -1077138.9    9702.0
 15640   307.879   445.966   541.719     0.064     0.064     1.009      0.01  -765161.8  321679.0
 15639  -834.068   318.373   894.160     0.024     0.024     1.001      0.00  -1038393.4       0.0
 15638   641.512  -852.920  1065.993     0.017     0.017     1.001      0.00  -1136136.5  -97743.1
 15637  -512.151   844.539   988.880     0.021     0.021     1.001      0.00  -1077255.6  -38862.2
 15636  -820.458     3.484   821.723     0.027     0.027     1.001      0.00  -1000770.9   37622.5
 15635  -393.405  -390.024   554.428     0.054     0.054     1.006      0.01  -810500.7  227892.7
 15634   757.913   755.365  1069.602     0.018     0.018     1.001      0.00  -1120278.5  -81885.1
 15633   439.642   484.447   653.815     0.045     0.045     1.004      0.00  -864119.9  174273.5
 15632  -844.755  -674.181  1081.394     0.017     0.017     1.001      0.00  -1141864.3  -103470.9
 15631  -631.305   766.522   994.305     0.020     0.020     1.001      0.00  -1083008.1  -44614.7
 15630   486.760   432.166   650.400     0.045     0.045     1.004      0.00  -864771.8  173621.6
 15629  -395.897   906.282   990.053     0.021     0.021     1.001      0.00  -1075406.2       0.0
 15628   729.170   537.027   904.946     0.024     0.024     1.001      0.00  -1036253.3   39152.8
 15627  -728.603   640.404   971.395     0.021     0.021     1.001      0.00  -1074154.5    1251.6
 15626   607.000  -786.344   992.112     0.019     0.019     1.001      0.00  -1099639.7  -24233.5
 15625   861.801  -334.375   923.001     0.022     0.022     1.001      0.00  -1063195.3   12210.8
 15624   718.310   352.699   799.377     0.030     0.030     1.002      0.00  -977014.7   98391.4
 15623   791.752   901.150  1199.200     0.014     0.014     1.001      0.00  -1179522.5  -104116.4
 15622  -128.867  -902.277   910.996     0.023     0.023     1.002      0.00  -1052363.1   23043.0
 15621   605.358  -303.838   675.930     0.038     0.038     1.002      0.00  -909282.5  166123.7
 15620   876.021   600.934  1061.643     0.018     0.018     1.001      0.00  -1120115.5  -44709.3
 15619   853.046   729.522  1121.899     0.016     0.016     1.001      0.00  -1146938.2       0.0
 15618  -644.955   318.220   720.589     0.035     0.035     1.002      0.00  -927287.0  219651.2
 15617    82.544    41.696    91.644     0.576     0.704     1.743      0.60  -108131.3  1038806.9
 15616   154.200  -652.281   669.367     0.040     0.040     1.004      0.00  -900900.9  246037.3
 15615    79.530   666.812   672.008     0.046     0.046     1.006      0.01  -866768.7  280169.6
 15614    50.699   110.013   121.181     0.612     0.773     1.845      0.66  -136413.2  1010525.0
 15613   243.809   -23.766   243.655     0.187     0.190     1.044      0.05  -446790.0  700148.3
 15612   369.410   569.834   678.939     0.043     0.043     1.005      0.00  -878884.4  268053.9
 15611  -130.707   663.392   676.999     0.044     0.044     1.005      0.01  -872887.5  274050.8
 15610  -769.385   227.809   803.783     0.029     0.029     1.001      0.00  -985669.7  161268.5
 15609  -516.575   259.305   579.405     0.052     0.052     1.004      0.00  -819014.8       0.0
 15608   192.445  -699.252   724.319     0.035     0.035     1.003      0.00  -939786.0  -120771.3
 15607   823.413   813.882  1157.308     0.015     0.015     1.001      0.00  -1161953.0  -342938.2
 15606  -406.557  -348.437   535.991     0.057     0.057     1.006      0.01  -794793.4   24221.3
 15605   733.634  -350.673   811.735     0.027     0.027     1.001      0.00  -999262.3  -180247.5
 15604   -54.360  -208.969   215.642     0.236     0.242     1.101      0.10  -405725.3  413289.5
 15603   861.306   -42.215   861.056     0.025     0.025     1.001      0.00  -1024956.9  -205942.1
 15602   483.002  -738.739   881.417     0.024     0.024     1.001      0.00  -1039534.4  -220519.6
 15601   742.031  -693.116  1014.050     0.018     0.018     1.001      0.00  -1111332.8  -292318.0
 15600   343.230   851.206   917.909     0.025     0.025     1.002      0.00  -1032397.1  -213382.3
 15599   829.646   548.082   993.634     0.020     0.020     1.001      0.00  -1085950.5       0.0
 15598   426.004   677.343   800.030     0.032     0.032     1.003      0.00  -963417.9  122532.5
 15597  -616.381   135.379   632.432     0.043     0.043     1.003      0.00  -867717.2  218233.3
 15596  -446.445     6.200   447.752     0.077     0.077     1.008      0.01  -706754.6  379195.9
 15595   870.783  -852.227  1217.091     0.013     0.013     1.000      0.00  -1204725.7  -118775.2
 15594  -481.958   848.811   977.257     0.021     0.021     1.001      0.00  -1070481.5   15468.9
 15593  -226.572  -609.143   649.772     0.043     0.043     1.005      0.01  -884764.0  201186.5
 15592  -687.812   540.507   876.148     0.025     0.025     1.001      0.00  -1021952.2   63998.3
 15591   666.510  -477.361   818.440     0.027     0.027     1.001      0.00  -1003762.9   82187.5
 15590   656.590   524.844   839.987     0.028     0.028     1.002      0.00  -996792.5   89157.9
 15589   -62.138  -844.100   845.856     0.027     0.027     1.002      0.00  -1015092.9       0.0
 15588   852.712  -595.931  1038.928     0.018     0.018     1.001      0.00  -1123819.1  -108726.2
 15587  -582.493  -153.502   603.435     0.046     0.046     1.003      0.00  -850987.1  164105.8
 15586  -609.226   527.478   807.203     0.029     0.029     1.002      0.00  -978787.6   36305.3
 15585   524.498    40.099   524.825     0.059     0.059     1.005      0.01  -779530.4  235562.5
 15584   880.815   187.620   899.478     0.023     0.023     1.001      0.00  -1042637.0  -27544.0
 15583  -771.418  -307.779   831.486     0.026     0.026     1.001      0.00  -1009000.0    6092.9
 15582  -508.505  -868.011  1006.091     0.019     0.019     1.001      0.00  -1103546.2  -88453.3
 15581  -645.657  -693.058   947.608     0.021     0.021     1.001      0.00  -1074003.5  -58910.5
 15580   557.069  -672.064   871.644     0.024     0.024     1.001      0.00  -1034554.5  -19461.6
 15579   283.096   231.171   364.914     0.119     0.119     1.022      0.02  -585603.2       0.0
 15578   125.547  -485.856   500.900     0.065     0.066     1.010      0.01  -762929.4  -177326.2
 15577  -892.570   317.977   948.909     0.021     0.021     1.001      0.00  -1069169.5  -483566.3
 15576   196.582  -485.494   522.737     0.060     0.060     1.008      0.01  -784045.2  -198442.0
 15575   429.653  -842.770   944.848     0.021     0.021     1.001      0.00  -1073855.0  -488251.8
 15574  -300.872   651.300   718.529     0.038     0.038     1.004      0.00  -908452.9  -322849.7
 15573   474.696   220.149   522.385     0.063     0.063     1.006      0.01  -766193.6  -180590.4
 15572  -387.727    26.113   389.899     0.096     0.096     1.012      0.01  -642361.7  -56758.4
 15571  -834.726   214.241   863.152     0.025     0.025     1.001      0.00  -1022318.3  -436715.1
 15570  -425.364  -529.308   679.348     0.039     0.039     1.004      0.00  -907847.3  -322244.0
 15569  -625.131  -353.965   719.174     0.034     0.034     1.002      0.00  -937057.2       0.0
 15568   -66.625  -412.969   417.897     0.090     0.090     1.018      0.02  -677554.2  259503.1
 15567   257.408   280.734   380.494     0.114     0.115     1.022      0.02  -598413.2  338644.0
 15566   136.415  -708.574   720.739     0.035     0.035     1.004      0.00  -936784.0     273.2
 15565  -471.475   637.678   794.293     0.031     0.031     1.002      0.00  -965111.2  -28054.0
 15564  -235.968   587.132   633.822     0.049     0.049     1.005      0.01  -842833.5   94223.7
 15563  -705.246  -858.417  1111.286     0.016     0.016     1.001      0.00  -1155126.4  -218069.2
 15562  -657.979    49.347   661.125     0.040     0.040     1.002      0.00  -891894.9   45162.3
 15561  -266.121   -12.243   267.628     0.166     0.168     1.035      0.04  -482282.9  454774.4
 15560  -351.581  -289.649   456.103     0.075     0.075     1.010      0.01  -719699.0  217358.3
 15559  -502.171  -623.867   801.169     0.029     0.029     1.002      0.00  -989275.2       0.0
 15558   901.473  -609.593  1086.848     0.016     0.016     1.001      0.00  -1146815.7  -157540.5
 15557   538.150  -853.782  1008.036     0.019     0.019     1.001      0.00  -1107227.3  -117952.1
 15556   462.623  -136.174   480.869     0.067     0.067     1.006      0.01  -745722.7  243552.5
 15555   254.625  -229.446   341.404     0.114     0.115     1.020      0.02  -595651.2  393624.0
 15554  -210.501   235.821   317.405     0.148     0.149     1.032      0.03  -520557.8  468717.4
 15553  -277.077  -320.802   424.245     0.085     0.085     1.014      0.01  -686008.8  303266.4
 15552  -323.242   645.001   722.584     0.038     0.038     1.003      0.00  -912111.3   77164.0
 15551  -566.743  -762.802   950.548     0.021     0.021     1.001      0.00  -1075099.8  -85824.6
 15550   778.702   779.209  1101.163     0.017     0.017     1.001      0.00  -1135565.9  -146290.7
 15549   821.382   694.701  1075.213     0.018     0.018     1.001      0.00  -1124689.7       0.0
 15548   157.903   869.373   883.985     0.027     0.027     1.003      0.00  -1010624.7  114065.0
 15878   274.721   -80.352   284.851     0.149     0.151     1.028      0.03  -515162.5       0.0
 15877   619.313   553.485   830.079     0.029     0.029     1.002      0.00  -989266.1  -474103.6
 15876  -690.398   878.894  1118.898     0.016     0.016     1.001      0.00  -1144601.5  -629439.0
