   #ID       X         Y         R       EPS       TAU       AMP       DMAG  TIME[days]  DTIME
  6982  -884.394   159.222   899.958     0.021     0.021     1.001      0.00  -1044884.2  -47515.6
  6981   815.596   841.376  1171.372     0.014     0.014     1.001      0.00  -1168139.3  -170770.7
  6980  -195.312   238.196   309.310     0.141     0.142     1.032      0.03  -508674.2  488694.4
  6979   192.235  -304.948   359.287     0.098     0.098     1.018      0.02  -617609.4       0.0
  6978   157.902   826.740   842.061     0.027     0.027     1.003      0.00  -985382.3  -367772.8
  6977   -72.243  -236.824   247.373     0.178     0.180     1.064      0.07  -459220.7  158388.8
  6976  -666.850  -708.138   973.110     0.018     0.018     1.001      0.00  -1087757.1  -470147.6
  6975   626.871  -738.484   967.386     0.018     0.018     1.001      0.00  -1087316.5  -469707.0
  6974   582.985   314.408   661.554     0.038     0.038     1.003      0.00  -881012.8  -263403.3
  6973  -346.118   905.751   970.660     0.020     0.020     1.001      0.00  -1064434.6  -446825.1
  6972  -594.290  -109.115   605.347     0.042     0.042     1.003      0.00  -852539.6  -234930.1
  6971   267.496  -764.743   809.176     0.026     0.026     1.002      0.00  -995469.0  -377859.5
  6970  -803.935   736.325  1091.523     0.015     0.015     1.001      0.00  -1134824.9  -517215.4
  6969  -632.505   906.599  1106.662     0.015     0.015     1.001      0.00  -1137975.1       0.0
  6968   747.753   585.454   949.075     0.020     0.020     1.001      0.00  -1060550.4   77424.7
  6967  -112.433   528.762   541.454     0.060     0.060     1.009      0.01  -759601.3  378373.8
  6966   828.570   102.625   833.733     0.024     0.024     1.001      0.00  -1006160.2  131814.9
  6965   442.099    -9.722   440.938     0.071     0.071     1.007      0.01  -701397.2  436577.9
  6964   377.981  -457.319   592.026     0.043     0.043     1.004      0.00  -845820.7  292154.4
  6963  -745.728  -726.469  1041.555     0.016     0.016     1.001      0.00  -1122544.9   15430.2
  6962  -491.644   730.266   881.560     0.023     0.023     1.001      0.00  -1018442.9  119532.2
  6961   166.968    28.208   168.202     0.276     0.288     1.113      0.12  -300608.8  837366.3
  6960  -606.965  -514.529   796.261     0.026     0.026     1.002      0.00  -987380.4  150594.7
  7485  -568.449  -735.096   929.524     0.020     0.020     1.001      0.00  -1064104.7       0.0
  7484   639.490   632.752   899.170     0.023     0.023     1.001      0.00  -1029763.1   34341.6
  7483  -877.414  -341.888   942.614     0.019     0.019     1.001      0.00  -1072399.5   -8294.8
  7482  -313.004  -387.172   498.177     0.060     0.060     1.008      0.01  -760360.6  303744.1
  7481   459.630  -389.543   601.138     0.042     0.042     1.003      0.00  -853688.2  210416.5
  7480   728.812   694.953  1006.561     0.018     0.018     1.001      0.00  -1089055.7  -24951.0
  7479  -655.078  -687.289   949.886     0.019     0.019     1.001      0.00  -1075513.9       0.0
  7478   812.904   550.760   981.222     0.019     0.019     1.001      0.00  -1079396.7   -3882.9
  7477  -729.945   202.467   758.880     0.029     0.029     1.002      0.00  -957448.8  118065.1
  7476  -762.953   290.286   817.705     0.025     0.025     1.001      0.00  -993302.8   82211.0
  7475    53.451   521.799   525.022     0.066     0.066     1.011      0.01  -740931.5  334582.3
  7474   625.923  -858.360  1061.096     0.016     0.016     1.001      0.00  -1133916.2  -58402.3
  7473    66.173  -655.572   658.160     0.038     0.038     1.004      0.00  -892243.0  183270.8
  7472   509.818  -371.448   629.403     0.039     0.039     1.003      0.00  -875719.0  199794.8
  7471    22.287  -638.001   637.726     0.040     0.040     1.005      0.01  -876596.8  198917.1
  7470   204.714   257.148   328.392     0.135     0.136     1.033      0.04  -528254.9  547258.9
  7469   435.749  -484.211   650.110     0.037     0.037     1.003      0.00  -890850.1       0.0
  7468  -191.693  -426.257   467.327     0.068     0.068     1.011      0.01  -729572.5  161277.6
  7467   128.548   405.842   425.930     0.094     0.094     1.021      0.02  -638933.7  251916.4
  7466   341.281    24.570   340.958     0.108     0.108     1.016      0.02  -583094.2  307755.9
  7465  -483.071  -149.382   506.656     0.057     0.057     1.005      0.01  -768787.3  122062.8
  7464   -85.457   232.172   248.419     0.214     0.219     1.083      0.09  -396796.6  494053.6
  7463   633.685  -765.442   992.430     0.017     0.018     1.001      0.00  -1100184.4  -209334.3
  7462    86.399   545.919   553.133     0.060     0.060     1.010      0.01  -767539.7  123310.5
  7461  -131.974   323.576   350.505     0.124     0.125     1.030      0.03  -552520.4  338329.7
  7460    26.268  -700.963   700.788     0.034     0.034     1.004      0.00  -922508.9  -31658.8
  7459   359.663   515.184   628.102     0.045     0.045     1.005      0.01  -840574.2       0.0
  7458   798.144  -594.867   994.062     0.017     0.017     1.001      0.00  -1101613.3  -261039.0
  7457   577.594   -29.692   577.072     0.046     0.046     1.003      0.00  -828425.3   12148.9
  7456   882.101   -19.852   881.056     0.022     0.022     1.001      0.00  -1036434.2  -195860.0
  7455   149.593   214.025   260.917     0.195     0.198     1.068      0.07  -423166.3  417408.0
  7454   366.720  -219.150   425.816     0.074     0.074     1.009      0.01  -693419.7  147154.5
  7453  -476.498  -331.682   581.248     0.045     0.045     1.004      0.00  -834172.2    6402.0
  7452   488.523  -340.618   594.161     0.043     0.043     1.003      0.00  -848133.3   -7559.1
  7451  -334.350    89.947   347.611     0.106     0.107     1.016      0.02  -586862.8  253711.4
  7450    37.255   448.145   450.208     0.086     0.087     1.018      0.02  -664026.2  176548.0
  7449     6.842  -851.040   850.436     0.024     0.024     1.002      0.00  -1018351.1       0.0
  7448   585.270   650.401   874.588     0.024     0.024     1.002      0.00  -1013993.9    4357.2
  7447   696.870   408.998   807.260     0.027     0.027     1.002      0.00  -980448.1   37903.0
  7446  -634.674   667.799   922.601     0.021     0.021     1.001      0.00  -1045754.0  -27402.8
  7445  -770.973  -834.347  1136.413     0.014     0.014     1.001      0.00  -1167037.4  -148686.3
  7444   354.246   645.596   736.343     0.034     0.034     1.003      0.00  -919479.2   98871.9
  7443  -104.183   307.423   325.590     0.142     0.144     1.039      0.04  -516027.0  502324.1
  7442   291.712  -192.508   348.117     0.101     0.101     1.016      0.02  -604941.8  413409.3
  7441  -717.608  -230.015   754.576     0.029     0.029     1.002      0.00  -960869.0   57482.1
  7440    97.570   253.077   271.366     0.195     0.199     1.075      0.08  -430091.2  588260.0
  7439  -787.462  -409.052   888.195     0.021     0.021     1.001      0.00  -1042457.8       0.0
  7438    -2.462   823.261   823.891     0.028     0.028     1.003      0.00  -973810.4   68647.3
  7437  -791.036  -569.815   975.554     0.018     0.018     1.001      0.00  -1089655.6  -47197.9
  7436   554.089   516.574   757.045     0.031     0.031     1.002      0.00  -941719.9  100737.9
  7435   595.889   897.002  1076.716     0.016     0.016     1.001      0.00  -1120217.7  -77760.0
  7434  -711.412  -259.418   758.202     0.028     0.028     1.002      0.00  -963361.7   79096.0
  7433  -869.916  -848.708  1215.808     0.012     0.012     1.001      0.00  -1202076.0  -159618.2
  7432   752.819   582.431   951.210     0.020     0.020     1.001      0.00  -1061833.0  -19375.3
  7431   345.636   -79.140   353.218     0.099     0.100     1.014      0.01  -606720.3  435737.5
  7430  -500.471   753.160   905.492     0.022     0.022     1.001      0.00  -1032243.0   10214.8
  7429   -11.656   154.018   155.178     0.441     0.492     1.398      0.36  -207453.9       0.0
  7428  -394.089  -323.606   510.505     0.057     0.057     1.006      0.01  -772662.8  -565208.9
  7427  -791.117   224.362   823.694     0.025     0.025     1.001      0.00  -998544.1  -791090.2
  7426  -212.391   112.007   241.516     0.186     0.189     1.048      0.05  -422919.3  -215465.4
  7425   233.986   623.607   666.203     0.042     0.042     1.005      0.01  -865062.1  -657608.2
  7424   730.822   -67.816   732.654     0.030     0.030     1.002      0.00  -945378.5  -737924.6
  7423  -339.644   148.731   372.181     0.097     0.098     1.014      0.01  -612387.1  -404933.2
  7422  -222.361  -112.882   250.212     0.165     0.167     1.042      0.04  -463510.6  -256056.7
  7421  -510.630  -260.096   573.893     0.046     0.046     1.004      0.00  -828206.2  -620752.3
  7420   850.430    82.345   853.218     0.023     0.023     1.001      0.00  -1018282.4  -810828.5
  7419  -819.784  -591.647  1011.640     0.017     0.017     1.001      0.00  -1108123.1       0.0
  7418  -657.559  -546.058   855.300     0.023     0.023     1.001      0.00  -1023096.6   85026.5
  7417   453.743   839.388   954.129     0.021     0.021     1.002      0.00  -1054788.3   53334.8
  7416  -556.914  -205.425   594.556     0.043     0.043     1.003      0.00  -844866.6  263256.6
  7415  -479.582   834.090   963.301     0.020     0.020     1.001      0.00  -1063285.0   44838.1
  7414  -462.448   839.223   959.354     0.020     0.020     1.001      0.00  -1060774.4   47348.7
  7413  -173.785  -646.030   668.723     0.037     0.037     1.004      0.00  -899045.0  209078.1
  7412  -613.474  -557.605   829.531     0.024     0.024     1.002      0.00  -1007631.1  100492.0
  7411  -103.021   167.003   197.413     0.277     0.288     1.131      0.13  -313569.0  794554.1
  7410  -258.310  -460.152   527.770     0.055     0.055     1.008      0.01  -786471.6  321651.6
  7409  -481.518  -377.962   612.744     0.042     0.042     1.004      0.00  -859296.2       0.0
  7408   529.549  -440.481   687.437     0.033     0.033     1.002      0.00  -918314.4  -59018.2
  7407  -840.163    37.933   842.301     0.024     0.024     1.001      0.00  -1013066.2  -153770.0
  7406   553.820   683.771   879.614     0.024     0.024     1.002      0.00  -1015788.4  -156492.2
  7405   424.486    97.583   434.475     0.075     0.075     1.008      0.01  -687018.6  172277.6
  7404  -302.627   630.350   700.336     0.037     0.037     1.003      0.00  -896059.1  -36763.0
  7403  -758.697  -616.231   978.009     0.018     0.018     1.001      0.00  -1090772.2  -231476.0
  7402  -268.585   549.693   612.911     0.047     0.047     1.005      0.01  -828201.3   31094.9
  7401   444.448  -353.663   566.620     0.046     0.047     1.004      0.00  -825629.0   33667.1
  7400   128.162   264.575   293.998     0.169     0.172     1.056      0.06  -468589.0  390707.2
  7399   691.955   196.530   718.286     0.032     0.032     1.002      0.00  -928051.7       0.0
  7398  -679.505   318.350   751.783     0.030     0.030     1.002      0.00  -949416.8  -21365.1
  7397  -334.111  -160.464   371.511     0.093     0.094     1.014      0.02  -628480.8  299571.0
  7396  -373.226   263.186   458.073     0.072     0.072     1.008      0.01  -701630.5  226421.3
  7395   699.320  -824.861  1080.122     0.015     0.015     1.001      0.00  -1143311.2  -215259.4
  7394  -533.199  -863.076  1014.627     0.017     0.017     1.001      0.00  -1108170.3  -180118.6
  7393   208.211  -204.440   290.469     0.132     0.133     1.028      0.03  -529397.6  398654.2
  7392   497.335  -296.997   577.870     0.045     0.045     1.004      0.00  -834746.5   93305.2
  7391   781.844   570.115   966.985     0.019     0.019     1.001      0.00  -1071027.3  -142975.6
  7390   866.579  -378.298   944.153     0.019     0.019     1.001      0.00  -1075096.9  -147045.1
  7389  -299.706   436.796   530.954     0.059     0.059     1.007      0.01  -760739.0       0.0
  7388  -719.607    96.963   727.437     0.031     0.031     1.002      0.00  -938623.9  -177884.9
  7387   -31.630  -304.835   305.985     0.133     0.134     1.038      0.04  -544235.1  216503.9
  7386  -214.901   320.438   387.044     0.101     0.102     1.018      0.02  -607301.7  153437.3
  7385   -85.473   908.150   912.901     0.023     0.023     1.002      0.00  -1028493.5  -267754.5
  7384  -160.536   713.116   731.846     0.035     0.035     1.004      0.00  -914149.6  -153410.6
  7383   149.952  -126.556   194.859     0.222     0.227     1.076      0.08  -376946.9  383792.1
  7382  -549.206  -258.400   607.830     0.042     0.042     1.003      0.00  -855674.1  -94935.2
  7381   670.408   548.156   865.403     0.024     0.024     1.001      0.00  -1012212.5  -251473.6
  7380   -64.236  -521.248   524.729     0.056     0.056     1.009      0.01  -783078.9  -22339.9
  7379   740.295  -485.994   884.176     0.021     0.021     1.001      0.00  -1042585.4       0.0
  7378    79.575    57.206    97.356     0.529     0.624     1.649      0.54  -115916.4  926669.0
  7377   330.273  -476.344   578.415     0.046     0.046     1.005      0.00  -834205.7  208379.7
  7376   357.009   844.217   916.686     0.023     0.023     1.002      0.00  -1032208.1   10377.3
  7375  -433.953   613.406   752.620     0.031     0.031     1.002      0.00  -937237.8  105347.6
  7374   269.864   124.634   296.378     0.141     0.142     1.029      0.03  -506628.6  535956.8
  7373  -296.949  -819.172   871.177     0.023     0.023     1.002      0.00  -1030239.8   12345.6
  7372   237.365    20.059   237.014     0.181     0.184     1.045      0.05  -430981.8  611603.5
  7371   900.328  -213.790   923.999     0.020     0.020     1.001      0.00  -1062971.0  -20385.6
  7370   345.242   806.580   877.441     0.025     0.025     1.002      0.00  -1009228.9   33356.5
  7369   851.056   512.261   992.578     0.018     0.018     1.001      0.00  -1086554.7       0.0
  7368  -504.754  -257.162   567.325     0.047     0.047     1.004      0.00  -822726.1  263828.6
  7367  -116.386    18.527   119.190     0.391     0.424     1.262      0.25  -195932.5  890622.2
  7366   588.717  -871.607  1050.584     0.016     0.016     1.001      0.00  -1128657.1  -42102.4
  7365  -167.341     4.163   168.664     0.272     0.282     1.108      0.11  -308323.5  778231.3
  7364   305.066   -50.633   307.900     0.122     0.123     1.021      0.02  -546428.8  540125.9
  7363   117.831   413.913   430.615     0.092     0.093     1.020      0.02  -643756.0  442798.8
  7362  -126.276   829.865   840.222     0.027     0.027     1.002      0.00  -985330.5  101224.2
  7361   686.893  -750.002  1015.711     0.017     0.017     1.001      0.00  -1112146.0  -25591.3
  7360   868.551   569.402  1037.848     0.017     0.017     1.001      0.00  -1108931.8  -22377.1
  7359   874.817  -477.810   995.399     0.017     0.017     1.001      0.00  -1102148.6       0.0
  7358   202.515   701.002   729.919     0.035     0.035     1.004      0.00  -911301.2  190847.5
  7357   218.188   322.551   389.231     0.104     0.105     1.022      0.02  -604140.3  498008.3
  7356   570.526  -766.000   953.873     0.019     0.019     1.001      0.00  -1079895.5   22253.2
  7355   420.003   568.859   706.865     0.036     0.036     1.003      0.00  -901596.9  200551.8
  7354   471.925   526.956   707.014     0.036     0.036     1.003      0.00  -904254.0  197894.7
  7353   891.276  -847.586  1228.611     0.012     0.012     1.000      0.00  -1209776.1  -107627.5
  7352   344.196  -600.300   690.812     0.034     0.034     1.003      0.00  -918975.3  183173.3
  7351   542.516   180.622   570.800     0.048     0.048     1.004      0.00  -813580.9  288567.7
  7350   724.001   789.078  1070.508     0.016     0.016     1.001      0.00  -1120047.0  -17898.4
  7349  -290.586   695.935   755.224     0.032     0.032     1.003      0.00  -933776.2       0.0
  7348   187.584   785.107   807.520     0.029     0.029     1.003      0.00  -963649.8  -29873.6
  7347   571.499  -668.146   877.933     0.022     0.022     1.001      0.00  -1038506.5  -104730.3
  7346   503.829   756.202   908.495     0.023     0.023     1.002      0.00  -1030704.3  -96928.1
  7345  -491.978   798.105   938.745     0.021     0.021     1.001      0.00  -1050367.5  -116591.3
  7344    31.855   -88.650    93.195     0.506     0.587     1.516      0.45  -169369.6  764406.6
  7343   488.610   876.928  1003.797     0.019     0.019     1.001      0.00  -1081796.7  -148020.5
  7342  -293.672   691.933   752.738     0.032     0.032     1.003      0.00  -932195.7    1580.6
  7341    59.527  -245.040   251.269     0.171     0.173     1.057      0.06  -467983.1  465793.1
  7340   328.756  -283.406   432.693     0.072     0.073     1.009      0.01  -700989.0  232787.2
  7339   619.723   -38.722   619.641     0.040     0.040     1.003      0.00  -862929.5       0.0
  7338   458.631   602.157   756.661     0.032     0.032     1.003      0.00  -936996.4  -74066.9
  7337  -523.214  -275.083   591.943     0.044     0.044     1.004      0.00  -843004.9   19924.6
  7336  -855.033  -829.791  1191.952     0.013     0.013     1.001      0.00  -1191839.3  -328909.8
  7335  -540.877   191.023   575.008     0.047     0.047     1.004      0.00  -819147.8   43781.7
  7334   242.977  -598.772   645.146     0.038     0.038     1.004      0.00  -884728.8  -21799.3
  7333   783.263    57.101   784.135     0.027     0.027     1.001      0.00  -976303.0  -113373.6
  7332   862.534   440.751   967.787     0.019     0.019     1.001      0.00  -1074970.1  -212040.6
  7331   800.913   554.881   973.672     0.019     0.019     1.001      0.00  -1075151.2  -212221.8
  7330   394.278   162.598   425.567     0.080     0.080     1.010      0.01  -671215.8  191713.6
  7329    16.231   429.899   430.781     0.093     0.094     1.021      0.02  -642352.9       0.0
  7328   765.359  -829.386  1127.255     0.014     0.014     1.001      0.00  -1165316.1  -522963.2
  7327   791.497   238.433   825.609     0.025     0.025     1.001      0.00  -997676.9  -355324.0
  7326   688.466   631.220   933.533     0.021     0.021     1.001      0.00  -1050158.5  -407805.6
  7325  -397.249  -889.975   974.554     0.019     0.019     1.001      0.00  -1087163.7  -444810.8
  7324  -730.362   279.428   783.385     0.027     0.027     1.001      0.00  -971629.4  -329276.5
  7323  -604.810  -613.784   862.138     0.023     0.023     1.002      0.00  -1026712.2  -384359.3
  7322   379.529   270.103   465.170     0.072     0.072     1.009      0.01  -704080.5  -61727.6
  7321   490.453  -136.192   507.635     0.056     0.056     1.005      0.01  -771469.0  -129116.1
  7320   189.103   -91.576   208.709     0.203     0.208     1.060      0.06  -398816.6  243536.3
  7319   340.731   392.761   519.610     0.062     0.062     1.008      0.01  -748856.8       0.0
  7318  -842.894   742.084  1124.367     0.015     0.015     1.001      0.00  -1150710.1  -401853.3
  7317  -602.436   378.934   713.096     0.033     0.033     1.002      0.00  -920008.0  -171151.3
  7316   248.509  -462.288   523.708     0.054     0.054     1.007      0.01  -786549.4  -37692.7
  7315  -327.053   115.500   348.239     0.107     0.108     1.016      0.02  -585105.7  163751.1
  7314   393.986  -731.858   830.026     0.024     0.024     1.002      0.00  -1009245.7  -260389.0
  7313   123.513   644.584   656.687     0.043     0.043     1.006      0.01  -855657.1  -106800.4
  7312   373.584  -878.170   953.268     0.019     0.019     1.001      0.00  -1078132.9  -329276.1
  7311   438.032  -756.288   872.815     0.022     0.022     1.001      0.00  -1034562.5  -285705.7
  7310   -39.647  -479.445   480.567     0.065     0.065     1.011      0.01  -742282.7    6574.0
  7309  -224.458  -215.396   311.567     0.123     0.124     1.027      0.03  -552995.4       0.0
  7308   779.169  -859.285  1158.642     0.013     0.013     1.001      0.00  -1179377.3  -626381.9
  7307   305.243   679.032   744.539     0.034     0.034     1.003      0.00  -923673.1  -370677.7
  7306   216.522  -398.911   452.740     0.069     0.069     1.010      0.01  -719474.4  -166479.0
  7305   182.219  -349.778   393.266     0.086     0.087     1.015      0.02  -656246.3  -103250.9
  7304  -721.348   592.754   935.014     0.020     0.020     1.001      0.00  -1055310.5  -502315.1
  7303  -827.168  -668.788  1064.298     0.016     0.016     1.001      0.00  -1133881.2  -580885.8
  7302  -172.612  -163.202   238.038     0.180     0.183     1.056      0.06  -445054.1  107941.3
  7301   901.181   460.606  1011.236     0.018     0.018     1.001      0.00  -1097700.7  -544705.3
  7300   -45.164  -432.761   434.625     0.077     0.077     1.015      0.02  -696310.0  -143314.6
  7299    52.194  -577.065   578.690     0.047     0.047     1.006      0.01  -830285.7       0.0
  7298   397.547   820.004   911.304     0.023     0.023     1.002      0.00  -1029872.3  -199586.6
  7297  -411.681  -187.865   453.405     0.068     0.068     1.008      0.01  -717913.2  112372.5
  7296   -68.683  -394.720   400.255     0.088     0.088     1.019      0.02  -659239.3  171046.4
  7295  -232.284  -441.007   498.477     0.061     0.061     1.009      0.01  -759656.1   70629.6
  7294   -68.791  -294.519   302.129     0.135     0.136     1.039      0.04  -538710.6  291575.1
  7293  -614.281   105.555   624.626     0.040     0.040     1.003      0.00  -863023.5  -32737.8
  7292  -770.924    91.741   777.683     0.027     0.027     1.001      0.00  -972116.5  -141830.8
  7291  -455.526  -539.826   706.676     0.033     0.033     1.003      0.00  -927697.3  -97411.6
  7290  -566.763  -614.232   836.159     0.024     0.024     1.002      0.00  -1011245.8  -180960.1
  7289   590.026   137.201   604.687     0.043     0.043     1.003      0.00  -844361.1       0.0
  7288  -707.876  -712.817  1005.032     0.017     0.017     1.001      0.00  -1104260.6  -259899.6
  7287  -443.218   485.341   658.571     0.039     0.039     1.003      0.00  -872701.4  -28340.4
  7286  -560.327   609.622   829.320     0.026     0.026     1.002      0.00  -990277.6  -145916.6
  7285   -62.671    55.427    85.018     0.577     0.707     1.897      0.70  -86811.3  757549.8
  7284  -375.028   532.666   652.675     0.041     0.041     1.004      0.00  -864516.4  -20155.4
  7283  -309.954   339.414   460.951     0.073     0.074     1.009      0.01  -696610.6  147750.5
  7282  -462.084    61.220   467.448     0.066     0.066     1.006      0.01  -725287.3  119073.7
  7281   357.880   754.813   835.382     0.027     0.027     1.002      0.00  -984059.5  -139698.4
  7280   392.482  -543.843   669.439     0.035     0.035     1.003      0.00  -904429.0  -60067.9
  7279     6.240  -383.615   383.026     0.094     0.094     1.021      0.02  -640537.2       0.0
  7278   -36.026  -301.914   303.589     0.134     0.135     1.039      0.04  -540938.8   99598.4
  7277  -748.314   262.085   794.273     0.027     0.027     1.001      0.00  -979126.3  -338589.1
  7276  -877.296  -184.515   897.590     0.021     0.021     1.001      0.00  -1047139.0  -406601.8
  7275   174.172   533.933   561.827     0.057     0.057     1.009      0.01  -777187.0  -136649.9
  7274    19.091  -741.386   740.979     0.031     0.031     1.003      0.00  -949874.1  -309337.0
  7273   324.004  -304.728   443.449     0.070     0.070     1.009      0.01  -712009.3  -71472.1
  7272   117.623  -756.896   765.174     0.029     0.029     1.003      0.00  -966443.7  -325906.6
  7271  -353.993  -150.432   385.543     0.088     0.088     1.012      0.01  -644662.4   -4125.2
  7270   120.293   850.707   859.611     0.026     0.026     1.003      0.00  -996033.0  -355495.9
  7269  -494.709  -905.212  1031.631     0.017     0.017     1.001      0.00  -1116455.7       0.0
  7268   -64.624  -643.804   646.547     0.039     0.039     1.005      0.01  -882749.1  233706.6
  7267   866.102   153.128   878.407     0.022     0.022     1.001      0.00  -1031543.9   84911.8
  7266  -395.964  -405.978   567.535     0.048     0.048     1.005      0.01  -822125.1  294330.6
  7265   869.119   -82.580   871.725     0.022     0.022     1.001      0.00  -1032079.0   84376.7
  7264   616.301   169.653   638.181     0.040     0.040     1.003      0.00  -869676.8  246778.9
  7263  -673.445  -379.998   774.045     0.027     0.027     1.002      0.00  -973742.0  142713.7
  7262  -198.882   887.896   910.780     0.023     0.023     1.002      0.00  -1028638.6   87817.1
  7261  -449.871   697.917   831.548     0.026     0.026     1.002      0.00  -987642.3  128813.4
  7260  -616.197   818.916  1026.104     0.018     0.018     1.001      0.00  -1098861.5   17594.2
  7259  -472.478  -546.550   722.815     0.031     0.031     1.003      0.00  -938843.8       0.0
  7258   855.411    43.879   855.314     0.023     0.023     1.001      0.00  -1020310.1  -81466.2
  7257   593.452  -586.906   833.323     0.024     0.024     1.001      0.00  -1012796.8  -73953.0
  7256   543.509  -758.267   931.700     0.020     0.020     1.001      0.00  -1067936.3  -129092.5
  7255   626.198   658.936   908.609     0.022     0.022     1.001      0.00  -1034485.6  -95641.8
  7254    80.520  -503.480   509.067     0.059     0.059     1.009      0.01  -770378.6  168465.2
  7253  -178.028   226.423   289.296     0.157     0.159     1.040      0.04  -477897.4  460946.5
  7252  -432.088   -12.530   433.506     0.073     0.074     1.008      0.01  -693512.5  245331.3
  7251   523.509   624.189   814.333     0.027     0.028     1.002      0.00  -976117.3  -37273.4
  7250  -596.578   -75.404   602.492     0.042     0.042     1.003      0.00  -849717.8   89126.0
  7249  -294.272  -153.862   332.895     0.110     0.111     1.019      0.02  -580978.8       0.0
  7248   235.724   855.058   887.223     0.024     0.024     1.002      0.00  -1013465.5  -432486.7
  7247   301.698   719.718   780.484     0.031     0.031     1.003      0.00  -947783.9  -366805.1
  7246   258.858  -556.021   612.232     0.042     0.042     1.004      0.00  -859958.8  -278980.0
  7245   -82.816  -184.515   202.200     0.231     0.237     1.101      0.10  -384735.7  196243.1
  7244  -281.872  -614.137   675.693     0.036     0.036     1.004      0.00  -904514.3  -323535.5
  7243  -688.902   643.206   943.839     0.020     0.020     1.001      0.00  -1058842.3  -477863.5
  7242  -441.269  -798.098   912.029     0.021     0.021     1.002      0.00  -1053849.3  -472870.6
  7241  -230.673  -333.215   405.473     0.084     0.084     1.015      0.02  -666109.7  -85130.9
  7240  -811.368   -79.577   816.449     0.025     0.025     1.001      0.00  -998824.9  -417846.1
  7239   -32.384  -477.531   478.094     0.066     0.066     1.011      0.01  -739954.6       0.0
  7238  -138.690  -583.344   599.291     0.045     0.045     1.006      0.01  -846019.8  -106065.2
  7237   234.525  -858.219   888.756     0.022     0.022     1.002      0.00  -1041883.3  -301928.7
  7236  -509.589   300.516   592.997     0.046     0.046     1.004      0.00  -829107.0  -89152.4
  7235   268.832   892.517   932.360     0.022     0.022     1.002      0.00  -1039899.5  -299944.9
  7234   810.003  -234.496   841.885     0.023     0.023     1.001      0.00  -1016663.6  -276709.0
  7233    68.813   -11.184    68.379     0.575     0.702     1.821      0.65  -91614.1  648340.5
  7232   384.447  -253.187   458.939     0.066     0.066     1.007      0.01  -727553.3   12401.3
  7231   344.322  -480.027   589.512     0.044     0.044     1.004      0.00  -843342.9  -103388.4
  7230   710.395  -392.763   810.342     0.025     0.025     1.001      0.00  -998957.3  -259002.7
  7229    82.007   371.272   380.560     0.115     0.116     1.030      0.03  -582850.6       0.0
  7228  -830.513   534.544   989.060     0.018     0.018     1.001      0.00  -1086693.7  -503843.1
  7227   774.946   190.947   797.055     0.027     0.027     1.001      0.00  -981040.8  -398190.2
  7226  -859.503   520.250  1006.088     0.018     0.018     1.001      0.00  -1096040.8  -513190.2
  7225  -461.416   659.888   806.435     0.028     0.028     1.002      0.00  -972659.4  -389808.8
  7224   208.413  -829.625   854.495     0.024     0.024     1.002      0.00  -1022016.4  -439165.7
  7223   384.978    87.638   393.742     0.088     0.088     1.011      0.01  -641877.4  -59026.7
  7222   808.885    95.583   813.340     0.025     0.025     1.001      0.00  -993783.7  -410933.0
  7221   784.903   332.476   851.503     0.024     0.024     1.001      0.00  -1010879.2  -428028.5
  7220  -855.502  -617.448  1055.703     0.016     0.016     1.001      0.00  -1129879.3  -547028.6
  7219   691.145   894.287  1129.961     0.015     0.015     1.001      0.00  -1147040.0       0.0
  7218  -459.097   611.033   765.536     0.030     0.030     1.002      0.00  -946698.3  200341.7
  7217  -611.888  -131.426   626.941     0.040     0.040     1.003      0.00  -869660.1  277380.0
  7216  -858.836   476.020   983.333     0.018     0.018     1.001      0.00  -1084915.1   62124.9
  7215  -401.842   226.515   462.686     0.069     0.070     1.007      0.01  -709872.8  437167.2
  7214    40.393  -471.620   472.621     0.067     0.067     1.011      0.01  -735471.3  411568.8
  7213    91.829  -169.147   191.323     0.235     0.241     1.096      0.10  -370371.7  776668.4
  7749    -7.213   390.582   391.295     0.111     0.111     1.028      0.03  -595762.7       0.0
  7748  -861.958  -427.596   963.039     0.019     0.019     1.001      0.00  -1083307.0  -487544.3
  7747   194.209  -597.503   627.294     0.041     0.041     1.004      0.00  -870572.5  -274809.8
  7746   716.591   212.608   746.440     0.030     0.030     1.002      0.00  -946964.8  -351202.1
  7745  -221.450  -216.694   310.298     0.125     0.126     1.028      0.03  -551174.5   44588.2
  7744   888.937   364.043   959.666     0.019     0.019     1.001      0.00  -1072407.0  -476644.3
  7743   397.932   568.317   693.574     0.038     0.038     1.004      0.00  -891181.9  -295419.2
  7742   226.860   185.732   292.618     0.153     0.155     1.038      0.04  -487480.6  108282.1
  7741  -853.860   903.188  1244.225     0.012     0.012     1.000      0.00  -1202466.1  -606703.4
  7740   146.069  -348.186   376.526     0.094     0.094     1.018      0.02  -636303.4  -40540.7
  7739  -699.121    16.666   700.590     0.033     0.033     1.002      0.00  -921534.6       0.0
  7738   745.529   730.893  1043.579     0.017     0.017     1.001      0.00  -1107694.1  -186159.5
  7737   842.356   611.799  1040.438     0.017     0.017     1.001      0.00  -1109206.3  -187671.7
  7736  -450.116   873.231   983.542     0.019     0.020     1.001      0.00  -1073317.9  -151783.3
  7735  -519.750  -538.883   749.114     0.030     0.030     1.002      0.00  -956685.2  -35150.6
